num_leaves	learning_rate	feature_fraction	bagging_fraction	max_depth	min_data_in_leaf	nrounds	auc
100	0.001	0.1	0.8	50	1	100	0.7788943679307907
300	0.001	0.1	0.8	50	1	100	0.7653634706957527
50	0.006	0.1	0.8	50	1	100	0.7810315531866053
100	0.006	0.1	0.8	50	1	100	0.7798346590958399
300	0.006	0.1	0.8	50	1	100	0.7656556079296644
50	0.011	0.1	0.8	50	1	100	0.7796576632507072
100	0.011	0.1	0.8	50	1	100	0.7743910475962075
300	0.011	0.1	0.8	50	1	100	0.7617274808265329
50	0.016	0.1	0.8	50	1	100	0.7855495098442763
100	0.016	0.1	0.8	50	1	100	0.7680518335347251
300	0.016	0.1	0.8	50	1	100	0.7521575022854031
50	0.021	0.1	0.8	50	1	100	0.7857787693810246
100	0.021	0.1	0.8	50	1	100	0.7773619007753979
300	0.021	0.1	0.8	50	1	100	0.7652987366946516
50	0.026000000000000002	0.1	0.8	50	1	100	0.7816720411266683
100	0.026000000000000002	0.1	0.8	50	1	100	0.7760233471986283
300	0.026000000000000002	0.1	0.8	50	1	100	0.7608515123075612
50	0.031	0.1	0.8	50	1	100	0.7795373856836215
100	0.031	0.1	0.8	50	1	100	0.775652428359275
300	0.031	0.1	0.8	50	1	100	0.7675120131286154
50	0.036000000000000004	0.1	0.8	50	1	100	0.7815363218400831
100	0.036000000000000004	0.1	0.8	50	1	100	0.7712546622531806
300	0.036000000000000004	0.1	0.8	50	1	100	0.7597382041835034
50	0.041	0.1	0.8	50	1	100	0.7773508264187691
100	0.041	0.1	0.8	50	1	100	0.771746009359028
300	0.041	0.1	0.8	50	1	100	0.7614435424174147
50	0.046	0.1	0.8	50	1	100	0.7805636837012602
100	0.046	0.1	0.8	50	1	100	0.7760520022078347
300	0.046	0.1	0.8	50	1	100	0.7569853081552926
50	0.051000000000000004	0.1	0.8	50	1	100	0.7785325899760303
100	0.051000000000000004	0.1	0.8	50	1	100	0.7699411510036009
300	0.051000000000000004	0.1	0.8	50	1	100	0.7565028752111214
50	0.056	0.1	0.8	50	1	100	0.7788775765882654
100	0.056	0.1	0.8	50	1	100	0.7709589716523317
300	0.056	0.1	0.8	50	1	100	0.7565019980428799
50	0.061	0.1	0.8	50	1	100	0.7769873503097668
100	0.061	0.1	0.8	50	1	100	0.7731383063807125
300	0.061	0.1	0.8	50	1	100	0.7578214482592495
50	0.066	0.1	0.8	50	1	100	0.7761295571439751
100	0.066	0.1	0.8	50	1	100	0.7723757641391038
300	0.066	0.1	0.8	50	1	100	0.7602918042675869
50	0.07100000000000001	0.1	0.8	50	1	100	0.776904631707264
100	0.07100000000000001	0.1	0.8	50	1	100	0.7719331006497293
300	0.07100000000000001	0.1	0.8	50	1	100	0.7575307137462391
50	0.076	0.1	0.8	50	1	100	0.7820106439663326
100	0.076	0.1	0.8	50	1	100	0.7726650161446144
300	0.076	0.1	0.8	50	1	100	0.7565002174922079
50	0.081	0.1	0.8	50	1	100	0.7766133703053523
100	0.081	0.1	0.8	50	1	100	0.7739082732597335
300	0.081	0.1	0.8	50	1	100	0.7481915375181718
50	0.08600000000000001	0.1	0.8	50	1	100	0.7720513190289678
100	0.08600000000000001	0.1	0.8	50	1	100	0.7722814703697596
300	0.08600000000000001	0.1	0.8	50	1	100	0.7497767143572609
50	0.091	0.1	0.8	50	1	100	0.7755926801161506
100	0.091	0.1	0.8	50	1	100	0.7673772927680426
300	0.091	0.1	0.8	50	1	100	0.7500883773809552
50	0.096	0.1	0.8	50	1	100	0.7781118164803982
100	0.096	0.1	0.8	50	1	100	0.7712612892245605
300	0.096	0.1	0.8	50	1	100	0.7487942919074891
50	0.001	0.5	0.8	50	1	100	0.7741758314591501
100	0.001	0.5	0.8	50	1	100	0.7698365599139406
300	0.001	0.5	0.8	50	1	100	0.7549208404253418
50	0.006	0.5	0.8	50	1	100	0.7796889232617117
100	0.006	0.5	0.8	50	1	100	0.7755502221515441
300	0.006	0.5	0.8	50	1	100	0.7303022815861613
50	0.011	0.5	0.8	50	1	100	0.7807935380883998
100	0.011	0.5	0.8	50	1	100	0.7815630263731012
300	0.011	0.5	0.8	50	1	100	0.7215585773333486
50	0.016	0.5	0.8	50	1	100	0.778567934755833
100	0.016	0.5	0.8	50	1	100	0.7743102858471729
300	0.016	0.5	0.8	50	1	100	0.7312285787573412
50	0.021	0.5	0.8	50	1	100	0.7796140255278781
100	0.021	0.5	0.8	50	1	100	0.7765882052989788
300	0.021	0.5	0.8	50	1	100	0.7240191894073704
50	0.026000000000000002	0.5	0.8	50	1	100	0.7824706621246431
100	0.026000000000000002	0.5	0.8	50	1	100	0.7767096363731025
300	0.026000000000000002	0.5	0.8	50	1	100	0.7200165760598108
50	0.031	0.5	0.8	50	1	100	0.7847007785213798
100	0.031	0.5	0.8	50	1	100	0.7800289411254778
300	0.031	0.5	0.8	50	1	100	0.7291423281833715
50	0.036000000000000004	0.5	0.8	50	1	100	0.7783594111080369
100	0.036000000000000004	0.5	0.8	50	1	100	0.7738560336928753
300	0.036000000000000004	0.5	0.8	50	1	100	0.7210123897393041
50	0.041	0.5	0.8	50	1	100	0.7837487416504173
100	0.041	0.5	0.8	50	1	100	0.7755270823376406
300	0.041	0.5	0.8	50	1	100	0.7272518497624078
50	0.046	0.5	0.8	50	1	100	0.782034164615299
100	0.046	0.5	0.8	50	1	100	0.776319530731399
300	0.046	0.5	0.8	50	1	100	0.7238010431666421
50	0.051000000000000004	0.5	0.8	50	1	100	0.7811427123196346
100	0.051000000000000004	0.5	0.8	50	1	100	0.7724871448516396
300	0.051000000000000004	0.5	0.8	50	1	100	0.7234209364829536
50	0.056	0.5	0.8	50	1	100	0.7737010594733227
100	0.056	0.5	0.8	50	1	100	0.7800238141859799
300	0.056	0.5	0.8	50	1	100	0.7192130760082932
50	0.061	0.5	0.8	50	1	100	0.777603450725797
100	0.061	0.5	0.8	50	1	100	0.7717876383154239
300	0.061	0.5	0.8	50	1	100	0.7188546673256003
50	0.066	0.5	0.8	50	1	100	0.777751999634603
100	0.066	0.5	0.8	50	1	100	0.7697913596274926
300	0.066	0.5	0.8	50	1	100	0.7231096445474025
50	0.07100000000000001	0.5	0.8	50	1	100	0.7815916435340287
100	0.07100000000000001	0.5	0.8	50	1	100	0.7725335111988565
300	0.07100000000000001	0.5	0.8	50	1	100	0.7193956900769864
50	0.076	0.5	0.8	50	1	100	0.7804678613738664
100	0.076	0.5	0.8	50	1	100	0.7739856193012725
300	0.076	0.5	0.8	50	1	100	0.7256398078292727
50	0.081	0.5	0.8	50	1	100	0.780111965523187
100	0.081	0.5	0.8	50	1	100	0.767233707648046
300	0.081	0.5	0.8	50	1	100	0.7251772144390075
50	0.08600000000000001	0.5	0.8	50	1	100	0.7797351200794922
100	0.08600000000000001	0.5	0.8	50	1	100	0.7716055705966786
300	0.08600000000000001	0.5	0.8	50	1	100	0.714508927908915
50	0.091	0.5	0.8	50	1	100	0.7762205350633417
100	0.091	0.5	0.8	50	1	100	0.7770047506481309
300	0.091	0.5	0.8	50	1	100	0.7103715886428976
50	0.096	0.5	0.8	50	1	100	0.7799499761856695
100	0.096	0.5	0.8	50	1	100	0.7695434559064377
300	0.096	0.5	0.8	50	1	100	0.7246265089292582
50	0.001	0.6	0.8	50	1	100	0.7691277305117062
100	0.001	0.6	0.8	50	1	100	0.7621910218986143
300	0.001	0.6	0.8	50	1	100	0.7029286362144269
50	0.006	0.6	0.8	50	1	100	0.768781587678264
100	0.006	0.6	0.8	50	1	100	0.7783786376785167
300	0.006	0.6	0.8	50	1	100	0.7303428396026996
50	0.011	0.6	0.8	50	1	100	0.7704775520252418
100	0.011	0.6	0.8	50	1	100	0.7734573264428704
300	0.011	0.6	0.8	50	1	100	0.7311976107753757
50	0.016	0.6	0.8	50	1	100	0.7769142470239317
100	0.016	0.6	0.8	50	1	100	0.7762541847937848
300	0.016	0.6	0.8	50	1	100	0.7316434527061814
50	0.021	0.6	0.8	50	1	100	0.7796867638815791
100	0.021	0.6	0.8	50	1	100	0.7794840365854935
300	0.021	0.6	0.8	50	1	100	0.7156383359691003
50	0.026000000000000002	0.6	0.8	50	1	100	0.7785406858931044
100	0.026000000000000002	0.6	0.8	50	1	100	0.7689929837140231
300	0.026000000000000002	0.6	0.8	50	1	100	0.7353674790105975
50	0.031	0.6	0.8	50	1	100	0.7808072069552939
100	0.031	0.6	0.8	50	1	100	0.7752018445058843
300	0.031	0.6	0.8	50	1	100	0.7221886704885018
50	0.036000000000000004	0.6	0.8	50	1	100	0.7801087167869047
100	0.036000000000000004	0.6	0.8	50	1	100	0.7712324943153676
300	0.036000000000000004	0.6	0.8	50	1	100	0.7164034689112632
50	0.041	0.6	0.8	50	1	100	0.7811828475915426
100	0.041	0.6	0.8	50	1	100	0.7724620864243479
300	0.041	0.6	0.8	50	1	100	0.7167479993846435
50	0.046	0.6	0.8	50	1	100	0.7765566821812558
100	0.046	0.6	0.8	50	1	100	0.7749718886195023
300	0.046	0.6	0.8	50	1	100	0.7216899748166915
50	0.051000000000000004	0.6	0.8	50	1	100	0.7811273381771737
100	0.051000000000000004	0.6	0.8	50	1	100	0.7758904072222849
300	0.051000000000000004	0.6	0.8	50	1	100	0.7238682744314735
50	0.056	0.6	0.8	50	1	100	0.7774612000796071
100	0.056	0.6	0.8	50	1	100	0.7734343081902562
300	0.056	0.6	0.8	50	1	100	0.7216900026419004
50	0.061	0.6	0.8	50	1	100	0.78108480145235
100	0.061	0.6	0.8	50	1	100	0.7707683666594345
300	0.061	0.6	0.8	50	1	100	0.7229965990317464
50	0.066	0.6	0.8	50	1	100	0.7813837504802563
100	0.066	0.6	0.8	50	1	100	0.7718112934953661
300	0.066	0.6	0.8	50	1	100	0.7234048455027103
50	0.07100000000000001	0.6	0.8	50	1	100	0.7775049498880393
100	0.07100000000000001	0.6	0.8	50	1	100	0.7691733107311794
300	0.07100000000000001	0.6	0.8	50	1	100	0.7237780359871853
50	0.076	0.6	0.8	50	1	100	0.7803210373257811
100	0.076	0.6	0.8	50	1	100	0.7708331459622938
300	0.076	0.6	0.8	50	1	100	0.7157091645518008
50	0.081	0.6	0.8	50	1	100	0.7770231063181005
100	0.081	0.6	0.8	50	1	100	0.7711939858744812
300	0.081	0.6	0.8	50	1	100	0.7319532049518312
50	0.08600000000000001	0.6	0.8	50	1	100	0.7770003431269312
100	0.08600000000000001	0.6	0.8	50	1	100	0.777095324131351
300	0.08600000000000001	0.6	0.8	50	1	100	0.7197152695660446
50	0.091	0.6	0.8	50	1	100	0.7771550614716577
100	0.091	0.6	0.8	50	1	100	0.7749001694949632
300	0.091	0.6	0.8	50	1	100	0.734597213322545
50	0.096	0.6	0.8	50	1	100	0.7787279105747126
100	0.096	0.6	0.8	50	1	100	0.772845176549824
300	0.096	0.6	0.8	50	1	100	0.7172710848195261
50	0.001	0.1	0.8	100	1	100	0.7751829120231106
100	0.001	0.1	0.8	100	1	100	0.7733031687865508
300	0.001	0.1	0.8	100	1	100	0.7701708823970647
50	0.006	0.1	0.8	100	1	100	0.7782660911051269
100	0.006	0.1	0.8	100	1	100	0.7781740798039231
300	0.006	0.1	0.8	100	1	100	0.7658220353240104
50	0.011	0.1	0.8	100	1	100	0.7787441628915609
100	0.011	0.1	0.8	100	1	100	0.7731455086579414
300	0.011	0.1	0.8	100	1	100	0.7635640403926365
50	0.016	0.1	0.8	100	1	100	0.7753946049588929
100	0.016	0.1	0.8	100	1	100	0.7774289129080394
300	0.016	0.1	0.8	100	1	100	0.7626072685039303
50	0.021	0.1	0.8	100	1	100	0.7797671596073138
100	0.021	0.1	0.8	100	1	100	0.7746065193242603
300	0.021	0.1	0.8	100	1	100	0.7585145606589976
50	0.026000000000000002	0.1	0.8	100	1	100	0.7787105077175487
100	0.026000000000000002	0.1	0.8	100	1	100	0.7818937197553508
300	0.026000000000000002	0.1	0.8	100	1	100	0.7550063753586617
50	0.031	0.1	0.8	100	1	100	0.7773270270437644
100	0.031	0.1	0.8	100	1	100	0.7723588677598604
300	0.031	0.1	0.8	100	1	100	0.7608016957697035
50	0.036000000000000004	0.1	0.8	100	1	100	0.7801668613235951
100	0.036000000000000004	0.1	0.8	100	1	100	0.7740272097041845
300	0.036000000000000004	0.1	0.8	100	1	100	0.7537551354937886
50	0.041	0.1	0.8	100	1	100	0.7806771575841114
100	0.041	0.1	0.8	100	1	100	0.7694995768665909
300	0.041	0.1	0.8	100	1	100	0.7488243721242109
50	0.046	0.1	0.8	100	1	100	0.7792121067407949
100	0.046	0.1	0.8	100	1	100	0.7694457108862464
300	0.046	0.1	0.8	100	1	100	0.7592534517512225
50	0.051000000000000004	0.1	0.8	100	1	100	0.7812053617845114
100	0.051000000000000004	0.1	0.8	100	1	100	0.7727638284015134
300	0.051000000000000004	0.1	0.8	100	1	100	0.7545216512624541
50	0.056	0.1	0.8	100	1	100	0.7795928782029915
100	0.056	0.1	0.8	100	1	100	0.7729562475774836
300	0.056	0.1	0.8	100	1	100	0.7497609794744664
50	0.061	0.1	0.8	100	1	100	0.7791772658706639
100	0.061	0.1	0.8	100	1	100	0.7713194817652597
300	0.061	0.1	0.8	100	1	100	0.7540038894384435
50	0.066	0.1	0.8	100	1	100	0.7808314345591792
100	0.066	0.1	0.8	100	1	100	0.7745418565185263
300	0.066	0.1	0.8	100	1	100	0.7590767775399
50	0.07100000000000001	0.1	0.8	100	1	100	0.7757144225466991
100	0.07100000000000001	0.1	0.8	100	1	100	0.7715088235490296
300	0.07100000000000001	0.1	0.8	100	1	100	0.7561419955093717
50	0.076	0.1	0.8	100	1	100	0.7739342124704514
100	0.076	0.1	0.8	100	1	100	0.7717745094915219
300	0.076	0.1	0.8	100	1	100	0.7549629944270843
50	0.081	0.1	0.8	100	1	100	0.7767652412076198
100	0.081	0.1	0.8	100	1	100	0.7688155257553663
300	0.081	0.1	0.8	100	1	100	0.7533414664715252
50	0.08600000000000001	0.1	0.8	100	1	100	0.77846584314219
100	0.08600000000000001	0.1	0.8	100	1	100	0.7756982685471079
300	0.08600000000000001	0.1	0.8	100	1	100	0.7530781823046665
50	0.091	0.1	0.8	100	1	100	0.772608967256518
100	0.091	0.1	0.8	100	1	100	0.7677463431056857
300	0.091	0.1	0.8	100	1	100	0.7557138946017476
50	0.096	0.1	0.8	100	1	100	0.7784025810468364
100	0.096	0.1	0.8	100	1	100	0.7749623172763368
300	0.096	0.1	0.8	100	1	100	0.7482975883257169
50	0.001	0.5	0.8	100	1	100	0.7612982554304456
100	0.001	0.5	0.8	100	1	100	0.7579886380752088
300	0.001	0.5	0.8	100	1	100	0.7267992195574737
50	0.006	0.5	0.8	100	1	100	0.7695155764014608
100	0.006	0.5	0.8	100	1	100	0.7767407564245783
300	0.006	0.5	0.8	100	1	100	0.7316565493553474
50	0.011	0.5	0.8	100	1	100	0.7798015278557928
100	0.011	0.5	0.8	100	1	100	0.7736888565764547
300	0.011	0.5	0.8	100	1	100	0.7356867474748036
50	0.016	0.5	0.8	100	1	100	0.7762311183464533
100	0.016	0.5	0.8	100	1	100	0.7749855258702698
300	0.016	0.5	0.8	100	1	100	0.7202136187190408
50	0.021	0.5	0.8	100	1	100	0.7813364264459066
100	0.021	0.5	0.8	100	1	100	0.77233886484412
300	0.021	0.5	0.8	100	1	100	0.7035136787792233
50	0.026000000000000002	0.5	0.8	100	1	100	0.7797279238934042
100	0.026000000000000002	0.5	0.8	100	1	100	0.7720138921371507
300	0.026000000000000002	0.5	0.8	100	1	100	0.720780902756862
50	0.031	0.5	0.8	100	1	100	0.7789395805501665
100	0.031	0.5	0.8	100	1	100	0.774962142364758
300	0.031	0.5	0.8	100	1	100	0.7284285317491376
50	0.036000000000000004	0.5	0.8	100	1	100	0.781166276004085
100	0.036000000000000004	0.5	0.8	100	1	100	0.7677034701470659
300	0.036000000000000004	0.5	0.8	100	1	100	0.7144123681070382
50	0.041	0.5	0.8	100	1	100	0.7782420149973489
100	0.041	0.5	0.8	100	1	100	0.7773088067827966
300	0.041	0.5	0.8	100	1	100	0.7231999939081093
50	0.046	0.5	0.8	100	1	100	0.7806877561625631
100	0.046	0.5	0.8	100	1	100	0.7761580552448614
300	0.046	0.5	0.8	100	1	100	0.7235120593341129
50	0.051000000000000004	0.5	0.8	100	1	100	0.7795566790880409
100	0.051000000000000004	0.5	0.8	100	1	100	0.7764088251161815
300	0.051000000000000004	0.5	0.8	100	1	100	0.7241221415398971
50	0.056	0.5	0.8	100	1	100	0.7770627572977634
100	0.056	0.5	0.8	100	1	100	0.7696315156987805
300	0.056	0.5	0.8	100	1	100	0.7208218183681757
50	0.061	0.5	0.8	100	1	100	0.7800138825941105
100	0.061	0.5	0.8	100	1	100	0.771838761030211
300	0.061	0.5	0.8	100	1	100	0.7138051712691328
