tipo_persona	n_deudas_actual	proxy_edad_actual	deuda_total_actual	deuda_con_garantia_actual	situacion_mes_actual	prop_con_garantia_actual	tiene_garantia_actual	mora_30_dias_mes_actual	n_meses_seg_bcra	media_deuda_total	media_deuda_situacion_1	media_deuda_situacion_2	media_deuda_con_garantia	media_deuda_sin_garantia	media_deuda_en_default	max_situacion_mes	max_sit_mes_sin_garantia	media_prop_situacion_1	media_prop_situacion_2	media_prop_default	media_prop_con_garantia	prop_tuvo_garantia	prop_mora_30_dias_seg	prop_default_seg	default	tiene_default_historico	tiene_garantia_historica
Global	1	337	53	0	1	0	0	0	7	24.142857142857142	24.142857142857142	0	0	24.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	3	63	69	0	1	0	0	0	7	75.71428571428571	75.71428571428571	0	0	75.71428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	51	31	0	1	0	0	0	6	38.166666666666664	38.166666666666664	0	0	38.166666666666664	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	246	18	0	1	0	0	0	6	12.833333333333334	12.833333333333334	0	0	12.833333333333334	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	372	21	0	1	0	0	0	6	18.333333333333332	18.333333333333332	0	0	18.333333333333332	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	311	19	0	1	0	0	0	7	23.571428571428573	23.571428571428573	0	0	23.571428571428573	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	2	219	41	0	1	0	0	0	7	28.857142857142858	28.857142857142858	0	0	28.857142857142858	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	367	35	0	1	0	0	0	7	37.142857142857146	37.142857142857146	0	0	37.142857142857146	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	262	7	0	1	0	0	0	7	14.857142857142858	14.857142857142858	0	0	14.857142857142858	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	2	368	3	0	1	0	0	0	7	17.714285714285715	4.428571428571429	1.2857142857142858	0	17.714285714285715	12	5	5	0.34130334749529795	0.055900621118012424	0.6027960313866896	0	0	0.8571428571428571	0.8571428571428571	1	1	0
27	1	284	5	0	1	0	0	0	7	7.714285714285714	7.714285714285714	0	0	7.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	290	8	0	1	0	0	0	7	10	10	0	0	10	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	160	18	0	1	0	0	0	7	17.285714285714285	17.285714285714285	0	0	17.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	3	50	81	0	1	0	0	0	7	71.57142857142857	71.57142857142857	0	0	71.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	147	21	0	1	0	0	0	7	20.857142857142858	20.857142857142858	0	0	20.857142857142858	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	46	3	0	1	0	0	0	5	1.4	1.4	0	0	1.4	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	232	13	0	1	0	0	0	7	10.714285714285714	10.714285714285714	0	0	10.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	221	1	0	1	0	0	0	7	8.142857142857142	8.142857142857142	0	0	8.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	265	35	0	1	0	0	0	7	32.714285714285715	18.142857142857142	4.571428571428571	0	32.714285714285715	10	3	3	0.5714285714285714	0.14285714285714285	0.2857142857142857	0	0	0.42857142857142855	0.2857142857142857	1	1	0
27	3	218	89	0	1	0	0	0	7	52.57142857142857	52.57142857142857	0	0	52.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	31	22	0	1	0	0	0	6	27.5	27.5	0	0	27.5	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	375	8	0	1	0	0	0	6	4.5	4.5	0	0	4.5	0	1	1	1	0	0	0	0	0	0	1	0	0
Global	1	289	29	0	1	0	0	0	7	21.142857142857142	21.142857142857142	0	0	21.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	285	7	0	1	0	0	0	7	13.428571428571429	13.428571428571429	0	0	13.428571428571429	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	214	11	0	1	0	0	0	7	9.857142857142858	9.857142857142858	0	0	9.857142857142858	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	371	47	0	1	0	0	0	7	31.857142857142858	31.857142857142858	0	0	31.857142857142858	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	262	11	0	1	0	0	0	7	11.857142857142858	11.857142857142858	0	0	11.857142857142858	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	121	2	0	1	0	0	0	7	10.857142857142858	10.857142857142858	0	0	10.857142857142858	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	320	6	0	1	0	0	0	5	54.4	54.4	0	0	54.4	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	395	31	0	1	0	0	0	7	29.285714285714285	29.285714285714285	0	0	29.285714285714285	0	1	1	1	0	0	0	0	0	0	1	0	0
20	3	306	26	0	1	0	0	0	7	28.428571428571427	28.428571428571427	0	0	28.428571428571427	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	171	13	0	1	0	0	0	7	8.142857142857142	8.142857142857142	0	0	8.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	131	21	0	1	0	0	0	6	26.333333333333332	26.333333333333332	0	0	26.333333333333332	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	179	4	0	1	0	0	0	6	4.833333333333333	4.833333333333333	0	0	4.833333333333333	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	162	64	0	1	0	0	0	7	58.285714285714285	58.285714285714285	0	0	58.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	62	7	0	1	0	0	0	7	7.714285714285714	7.714285714285714	0	0	7.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	370	23	0	1	0	0	0	6	21	21	0	0	21	0	1	1	1	0	0	0	0	0	0	0	0	0
27	4	259	40	0	1	0	0	0	7	41.285714285714285	41.285714285714285	0	0	41.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	235	27	0	1	0	0	0	7	25.714285714285715	25.714285714285715	0	0	25.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	234	2	0	2	0	0	1	6	25.666666666666668	0.3333333333333333	0.6666666666666666	0	25.666666666666668	24.666666666666668	5	5	0.16666666666666666	0.1781609195402299	0.6551724137931034	0	0	0.8333333333333334	0.6666666666666666	1	1	0
20	1	320	20	0	1	0	0	0	6	15	15	0	0	15	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	313	3	0	1	0	0	0	6	2	2	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	303	25	0	2	0	0	1	6	15.333333333333334	11.166666666666666	4.166666666666667	0	15.333333333333334	0	2	2	0.8333333333333334	0.16666666666666666	0	0	0	0.16666666666666666	0	1	0	0
20	1	229	7	0	1	0	0	0	7	13.285714285714286	13.285714285714286	0	0	13.285714285714286	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	217	9	0	1	0	0	0	7	8.285714285714286	8.285714285714286	0	0	8.285714285714286	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	352	8	0	1	0	0	0	7	8.714285714285714	8.714285714285714	0	0	8.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	170	3	0	1	0	0	0	7	1.8571428571428572	1.8571428571428572	0	0	1.8571428571428572	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	244	14	0	1	0	0	0	7	22.142857142857142	22.142857142857142	0	0	22.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	331	1	0	1	0	0	0	5	2.6	2.6	0	0	2.6	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	305	20	0	1	0	0	0	2	10.5	10.5	0	0	10.5	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	2	295	53	0	1	0	0	0	7	67.42857142857143	67.42857142857143	0	0	67.42857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
27	4	319	61	0	1	0	0	0	7	55.57142857142857	55.57142857142857	0	0	55.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	117	7	0	1	0	0	0	7	8	8	0	0	8	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	380	70	0	1	0	0	0	6	47.666666666666664	47.666666666666664	0	0	47.666666666666664	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	160	31	0	1	0	0	0	7	41	41	0	3.4285714285714284	37.57142857142857	0	1	1	1	0	0	0.10714285714285714	0.14285714285714285	0	0	0	0	1
20	1	368	4	0	1	0	0	0	4	5.75	5.75	0	0	5.75	0	1	1	1	0	0	0	0	0	0	1	0	0
Global	1	108	9	0	1	0	0	0	7	9.714285714285714	9.714285714285714	0	0	9.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	358	45	0	1	0	0	0	3	36.333333333333336	36.333333333333336	0	0	36.333333333333336	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	76	22	0	1	0	0	0	7	24.571428571428573	24.571428571428573	0	0	24.571428571428573	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	2	137	42	0	1	0	0	0	7	40.857142857142854	40.857142857142854	0	0	40.857142857142854	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	75	98	0	1	0	0	0	6	88.5	88.5	0	0	88.5	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	320	4	0	1	0	0	0	6	11.333333333333334	11.333333333333334	0	0	11.333333333333334	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	369	2	0	1	0	0	0	6	2.1666666666666665	1.1666666666666667	1	0	2.1666666666666665	0	2	2	0.6666666666666666	0.3333333333333333	0	0	0	0.3333333333333333	0	0	0	0
27	3	246	16	0	1	0	0	0	7	16	16	0	0	16	0	1	1	1	0	0	0	0	0	0	1	0	0
27	1	126	8	0	1	0	0	0	7	6.428571428571429	6.428571428571429	0	0	6.428571428571429	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	337	35	0	1	0	0	0	7	20.428571428571427	20.428571428571427	0	0	20.428571428571427	0	1	1	1	0	0	0	0	0	0	0	0	0
27	4	108	82	0	1	0	0	0	7	82.71428571428571	82.71428571428571	0	0	82.71428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	186	25	0	1	0	0	0	7	33.142857142857146	33.142857142857146	0	0	33.142857142857146	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	57	10	0	1	0	0	0	6	9.166666666666666	9.166666666666666	0	0	9.166666666666666	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	2	61	60	0	1	0	0	0	7	35.142857142857146	35.142857142857146	0	0	35.142857142857146	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	238	37	0	1	0	0	0	6	49.666666666666664	49.666666666666664	0	0	49.666666666666664	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	331	46	0	1	0	0	0	7	34	34	0	0	34	0	1	1	1	0	0	0	0	0	0	1	0	0
27	2	38	23	0	2	0	0	1	7	17.857142857142858	15.142857142857142	2.7142857142857144	0	17.857142857142858	0	2	2	0.8819875776397516	0.11801242236024845	0	0	0	0.14285714285714285	0	0	0	0
20	1	373	53	0	1	0	0	0	2	52.5	52.5	0	0	52.5	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	223	11	0	1	0	0	0	7	11.571428571428571	11.571428571428571	0	0	11.571428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	324	15	0	1	0	0	0	7	18	18	0	0	18	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	141	29	0	1	0	0	0	7	49.714285714285715	49.714285714285715	0	0	49.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	182	14	0	1	0	0	0	7	35.285714285714285	35.285714285714285	0	0	35.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	287	23	0	1	0	0	0	7	24.571428571428573	24.571428571428573	0	0	24.571428571428573	0	1	1	1	0	0	0	0	0	0	1	0	0
27	2	240	11	0	1	0	0	0	7	8.142857142857142	8.142857142857142	0	0	8.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	68	6	0	1	0	0	0	7	3.5714285714285716	3.5714285714285716	0	0	3.5714285714285716	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	374	27	0	1	0	0	0	7	40.42857142857143	40.42857142857143	0	0	40.42857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	283	31	0	1	0	0	0	6	18.166666666666668	18.166666666666668	0	0	18.166666666666668	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	207	25	0	1	0	0	0	7	43	43	0	0	43	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	310	12	0	1	0	0	0	7	13.714285714285714	13.714285714285714	0	0	13.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	245	4	0	1	0	0	0	7	3.857142857142857	3.857142857142857	0	0	3.857142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	324	70	0	1	0	0	0	7	44	44	0	0	44	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	229	96	0	1	0	0	0	7	57.42857142857143	57.42857142857143	0	0	57.42857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	279	38	0	1	0	0	0	6	40.833333333333336	40.833333333333336	0	0	40.833333333333336	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	283	85	0	1	0	0	0	7	63.142857142857146	25.142857142857142	18.714285714285715	0	63.142857142857146	19.285714285714285	3	3	0.5375814661528947	0.22277722277722278	0.23964131106988248	0	0	0.5714285714285714	0.2857142857142857	0	1	0
20	1	349	94	0	1	0	0	0	7	36.142857142857146	36.142857142857146	0	0	36.142857142857146	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	144	25	0	1	0	0	0	7	36.285714285714285	36.285714285714285	0	0	36.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	2	17	13	0	1	0	0	0	7	10.571428571428571	10.571428571428571	0	0	10.571428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	52	46	0	1	0	0	0	7	41.142857142857146	41.142857142857146	0	0	41.142857142857146	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	62	14	0	1	0	0	0	7	20.285714285714285	20.285714285714285	0	0	20.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	241	31	0	1	0	0	0	7	45	45	0	0	45	0	1	1	1	0	0	0	0	0	0	0	0	0
27	4	263	57	0	1	0	0	0	7	52.42857142857143	52.42857142857143	0	0	52.42857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	256	23	0	1	0	0	0	7	15.142857142857142	15.142857142857142	0	0	15.142857142857142	0	1	1	1	0	0	0	0	0	0	1	0	0
20	1	220	11	0	1	0	0	0	4	6.75	6.75	0	0	6.75	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	168	40	0	1	0	0	0	7	48.142857142857146	48.142857142857146	0	0	48.142857142857146	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	147	9	0	1	0	0	0	7	11.571428571428571	11.571428571428571	0	0	11.571428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	135	26	0	1	0	0	0	7	26	26	0	0	26	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	256	44	0	1	0	0	0	7	26.714285714285715	26.714285714285715	0	0	26.714285714285715	0	1	1	1	0	0	0	0	0	0	1	0	0
Global	2	305	29	0	1	0	0	0	5	21.2	21.2	0	0	21.2	0	1	1	1	0	0	0	0	0	0	1	0	0
27	5	51	98	0	1	0	0	0	7	94.14285714285714	93.42857142857143	0.7142857142857143	0	94.14285714285714	0	2	2	0.9924012158054711	0.007598784194528876	0	0	0	0.14285714285714285	0	0	0	0
20	1	188	15	0	1	0	0	0	5	8.6	8.6	0	0	8.6	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	55	8	0	1	0	0	0	7	13	13	0	0	13	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	116	73	0	1	0	0	0	7	72.42857142857143	71.28571428571429	0.2857142857142857	0	72.42857142857143	0.8571428571428571	4	4	0.98472134280407	0.0033222591362126247	0.011956398059717368	0	0	0.7142857142857143	0.5714285714285714	0	1	0
27	1	59	1	0	1	0	0	0	6	3.1666666666666665	3.1666666666666665	0	0	3.1666666666666665	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	348	1	0	1	0	0	0	6	3.6666666666666665	3.6666666666666665	0	0	3.6666666666666665	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	120	14	0	1	0	0	0	2	14	14	0	0	14	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	243	41	0	1	0	0	0	6	66.33333333333333	66.33333333333333	0	0	66.33333333333333	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	65	1	0	1	0	0	0	2	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	138	2	0	1	0	0	0	2	3	3	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	373	27	0	1	0	0	0	2	27	27	0	0	27	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	241	72	0	1	0	0	0	7	49	49	0	0	49	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	258	36	0	1	0	0	0	6	21.333333333333332	21.333333333333332	0	0	21.333333333333332	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	172	20	0	1	0	0	0	7	27.142857142857142	27.142857142857142	0	0	27.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	136	29	0	1	0	0	0	7	30.285714285714285	30.285714285714285	0	0	30.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	135	29	0	1	0	0	0	7	43.714285714285715	43.714285714285715	0	0	43.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	44	7	0	1	0	0	0	6	15.666666666666666	9	6.666666666666667	0	15.666666666666666	0	2	2	0.6666666666666666	0.3333333333333333	0	0	0	0.3333333333333333	0	0	0	0
27	1	57	40	0	1	0	0	0	7	41.285714285714285	41.285714285714285	0	0	41.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	235	41	0	1	0	0	0	7	38.285714285714285	38.285714285714285	0	0	38.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	362	3	0	1	0	0	0	7	5.857142857142857	5.857142857142857	0	0	5.857142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	200	38	0	1	0	0	0	7	29.571428571428573	29.571428571428573	0	0	29.571428571428573	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	200	18	0	1	0	0	0	6	30.5	30.5	0	0	30.5	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	106	62	0	1	0	0	0	7	57.142857142857146	57.142857142857146	0	0	57.142857142857146	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	160	9	0	1	0	0	0	7	7	7	0	0	7	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	350	2	0	1	0	0	0	7	5.285714285714286	5.285714285714286	0	0	5.285714285714286	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	224	58	0	1	0	0	0	7	43.714285714285715	43.714285714285715	0	0	43.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	166	5	0	1	0	0	0	6	8.666666666666666	8.666666666666666	0	0	8.666666666666666	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	379	3	0	1	0	0	0	3	2.6666666666666665	2.6666666666666665	0	0	2.6666666666666665	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	172	28	0	1	0	0	0	7	21.714285714285715	21.714285714285715	0	0	21.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	47	5	0	1	0	0	0	7	64	64	0	0	64	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	276	35	0	1	0	0	0	7	37.142857142857146	37.142857142857146	0	0	37.142857142857146	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	137	1	0	1	0	0	0	3	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	333	4	0	1	0	0	0	6	4	4	0	0	4	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	245	11	0	1	0	0	0	7	3.142857142857143	3.142857142857143	0	0	3.142857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	210	15	0	1	0	0	0	7	13.571428571428571	13.571428571428571	0	0	13.571428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	206	67	0	1	0	0	0	2	63	63	0	0	63	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	109	78	0	1	0	0	0	7	86.57142857142857	86.57142857142857	0	0	86.57142857142857	0	1	1	1	0	0	0	0	0	0	1	0	0
20	2	224	58	0	1	0	0	0	7	68	47.142857142857146	20.857142857142858	0	68	0	2	2	0.7018812795210311	0.2981187204789689	0	0	0	0.42857142857142855	0	0	0	0
Global	2	364	61	0	1	0	0	0	7	59.857142857142854	59.857142857142854	0	0	59.857142857142854	0	1	1	1	0	0	0	0	0	0	1	0	0
27	1	105	6	0	1	0	0	0	7	6.142857142857143	6.142857142857143	0	0	6.142857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	293	73	0	1	0	0	0	7	54.857142857142854	51.142857142857146	3.7142857142857144	0	54.857142857142854	0	2	2	0.9312169312169312	0.06878306878306878	0	0	0	0.14285714285714285	0	1	0	0
27	3	239	64	0	1	0	0	0	7	66.14285714285714	66.14285714285714	0	0	66.14285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	262	30	0	1	0	0	0	7	32	32	0	0	32	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	341	85	0	1	0	0	0	7	76.14285714285714	76.14285714285714	0	0	76.14285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	270	13	0	1	0	0	0	7	12.428571428571429	12.428571428571429	0	0	12.428571428571429	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	121	62	0	1	0	0	0	7	66.71428571428571	66.71428571428571	0	0	66.71428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	254	51	0	1	0	0	0	7	49.42857142857143	49.42857142857143	0	0	49.42857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	235	17	0	1	0	0	0	5	8.4	8.4	0	0	8.4	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	397	78	0	1	0	0	0	7	33	33	0	0	33	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	289	66	0	1	0	0	0	7	76.42857142857143	76.42857142857143	0	0	76.42857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	397	6	0	1	0	0	0	1	6	6	0	0	6	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	214	2	0	1	0	0	0	7	8.142857142857142	8.142857142857142	0	0	8.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	45	2	0	1	0	0	0	7	1.2857142857142858	1.2857142857142858	0	0	1.2857142857142858	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	120	35	0	1	0	0	0	6	31.833333333333332	16.333333333333332	11	0	31.833333333333332	4.5	3	3	0.5	0.3333333333333333	0.16666666666666666	0	0	0.5	0.16666666666666666	0	1	0
20	2	149	82	0	1	0	0	0	7	124	124	0	0	124	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	334	5	0	1	0	0	0	7	6.142857142857143	6.142857142857143	0	0	6.142857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	177	8	0	1	0	0	0	7	10.142857142857142	10.142857142857142	0	0	10.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	3	69	63	0	2	0	0	1	7	62.42857142857143	60.857142857142854	1.5714285714285714	0	62.42857142857143	0	2	2	0.9723080905805158	0.02769190941948417	0	0	0	0.5714285714285714	0	0	0	0
20	1	231	51	0	1	0	0	0	7	22.428571428571427	22.428571428571427	0	0	22.428571428571427	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	168	78	0	1	0	0	0	7	86.85714285714286	86.85714285714286	0	0	86.85714285714286	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	187	5	0	1	0	0	0	5	7.2	7.2	0	0	7.2	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	238	21	0	1	0	0	0	1	21	21	0	0	21	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	79	23	0	1	0	0	0	7	22.142857142857142	22.142857142857142	0	0	22.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	56	12	0	1	0	0	0	6	9.333333333333334	9.333333333333334	0	0	9.333333333333334	0	1	1	1	0	0	0	0	0	0	1	0	0
27	1	255	15	0	1	0	0	0	7	17.428571428571427	17.428571428571427	0	0	17.428571428571427	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	208	54	0	1	0	0	0	6	64	64	0	0	64	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	237	36	0	1	0	0	0	7	12.285714285714286	12.285714285714286	0	0	12.285714285714286	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	250	74	0	1	0	0	0	6	81.83333333333333	81.83333333333333	0	0	81.83333333333333	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	288	2	0	1	0	0	0	7	3.142857142857143	3.142857142857143	0	0	3.142857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	66	24	0	1	0	0	0	7	64.57142857142857	64.57142857142857	0	0	64.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	128	31	0	1	0	0	0	7	35.42857142857143	35.42857142857143	0	0	35.42857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	337	36	0	1	0	0	0	4	20.75	20.75	0	0	20.75	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	64	8	0	1	0	0	0	6	9	9	0	0	9	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	230	10	0	1	0	0	0	6	9.833333333333334	9.833333333333334	0	0	9.833333333333334	0	1	1	1	0	0	0	0	0	0	1	0	0
27	1	146	2	0	1	0	0	0	7	7	7	0	0	7	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	140	13	0	1	0	0	0	6	13.833333333333334	13.833333333333334	0	0	13.833333333333334	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	275	48	45	2	0.9375	1	1	7	49.42857142857143	20.285714285714285	29.142857142857142	49	0.42857142857142855	0	2	1	0.4375	0.5625	0	0.9910714285714286	1	0.5714285714285714	0	1	0	1
27	2	180	82	0	1	0	0	0	6	84.16666666666667	84.16666666666667	0	0	84.16666666666667	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	111	3	0	1	0	0	0	7	4.142857142857143	4.142857142857143	0	0	4.142857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	200	20	0	1	0	0	0	7	15.714285714285714	15.714285714285714	0	0	15.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	144	63	0	1	0	0	0	7	46.57142857142857	46.57142857142857	0	0	46.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	59	3	0	1	0	0	0	7	3.7142857142857144	3.7142857142857144	0	0	3.7142857142857144	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	289	37	0	2	0	0	1	7	41.142857142857146	36.42857142857143	4.714285714285714	0	41.142857142857146	0	2	2	0.8794422081656125	0.12055779183438758	0	0	0	0.42857142857142855	0	0	0	0
