tipo_persona	proxy_edad_actual	prop_con_garantia_actual	n_meses_seg_bcra	max_situacion_mes	max_sit_mes_sin_garantia	media_prop_situacion_1	media_prop_situacion_2	media_prop_default	media_prop_con_garantia	prop_tuvo_garantia	prop_mora_30_dias_seg	prop_default_seg	default	tiene_default_historico	tiene_garantia_historica	proxy_edad_actual_sqrt	prop_con_garantia_actual_sqrt	n_meses_seg_bcra_sqrt	media_prop_situacion_1_sqrt	media_prop_situacion_2_sqrt	media_prop_default_sqrt	media_prop_con_garantia_sqrt	prop_tuvo_garantia_sqrt	prop_mora_30_dias_seg_sqrt	prop_default_seg_sqrt	proxy_edad_actual_pot	prop_con_garantia_actual_pot	n_meses_seg_bcra_pot	media_prop_situacion_1_pot	media_prop_situacion_2_pot	media_prop_default_pot	media_prop_con_garantia_pot	prop_tuvo_garantia_pot	prop_mora_30_dias_seg_pot	prop_default_seg_pot
27	334	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.275666882497067	0	2.6457513110645907	1	0	0	0	0	0	0	111556	0	49	1	0	0	0	0	0	0
27	236	0	1	1	1	1	0	0	0	0	0	0	0	0	0	15.362291495737216	0	1	1	0	0	0	0	0	0	55696	0	1	1	0	0	0	0	0	0
Global	311	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.635192088548397	0	2.6457513110645907	1	0	0	0	0	0	0	96721	0	49	1	0	0	0	0	0	0
27	118	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.862780491200215	0	2.6457513110645907	1	0	0	0	0	0	0	13924	0	49	1	0	0	0	0	0	0
Global	266	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.30950643030009	0	2.6457513110645907	1	0	0	0	0	0	0	70756	0	49	1	0	0	0	0	0	0
20	235	0	7	1	1	1	0	0	0	0	0	0	1	0	0	15.329709716755891	0	2.6457513110645907	1	0	0	0	0	0	0	55225	0	49	1	0	0	0	0	0	0
27	299	0	6	1	1	1	0	0	0	0	0	0	0	0	0	17.291616465790582	0	2.449489742783178	1	0	0	0	0	0	0	89401	0	36	1	0	0	0	0	0	0
20	83	0	6	1	1	1	0	0	0	0	0	0	0	0	0	9.1104335791443	0	2.449489742783178	1	0	0	0	0	0	0	6889	0	36	1	0	0	0	0	0	0
20	86	0	1	1	1	1	0	0	0	0	0	0	0	0	0	9.273618495495704	0	1	1	0	0	0	0	0	0	7396	0	1	1	0	0	0	0	0	0
Global	266	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.30950643030009	0	2.6457513110645907	1	0	0	0	0	0	0	70756	0	49	1	0	0	0	0	0	0
20	391	0	7	1	1	1	0	0	0	0	0	0	0	0	0	19.77371993328519	0	2.6457513110645907	1	0	0	0	0	0	0	152881	0	49	1	0	0	0	0	0	0
20	459	0	2	1	1	1	0	0	0	0	0	0	0	0	0	21.42428528562855	0	1.4142135623730951	1	0	0	0	0	0	0	210681	0	4	1	0	0	0	0	0	0
20	104	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.198039027185569	0	2.6457513110645907	1	0	0	0	0	0	0	10816	0	49	1	0	0	0	0	0	0
27	134	0	6	1	1	1	0	0	0	0	0	0	0	0	0	11.575836902790225	0	2.449489742783178	1	0	0	0	0	0	0	17956	0	36	1	0	0	0	0	0	0
20	166	0	6	1	1	1	0	0	0	0	0	0	0	0	0	12.884098726725126	0	2.449489742783178	1	0	0	0	0	0	0	27556	0	36	1	0	0	0	0	0	0
20	303	0	6	1	1	1	0	0	0	0	0	0	0	0	0	17.406895185529212	0	2.449489742783178	1	0	0	0	0	0	0	91809	0	36	1	0	0	0	0	0	0
20	47	0	7	1	1	1	0	0	0	0	0	0	0	0	0	6.855654600401044	0	2.6457513110645907	1	0	0	0	0	0	0	2209	0	49	1	0	0	0	0	0	0
27	113	0.65	7	1	1	1	0	0	0.7215529365789488	1	0	0	0	0	1	10.63014581273465	0.806225774829855	2.6457513110645907	1	0	0	0.8494427211878084	1	0	0	12769	0.42250000000000004	49	1	0	0	0.5206386402857045	1	0	0
20	298	0	6	1	1	1	0	0	0	0	0	0	0	0	0	17.26267650163207	0	2.449489742783178	1	0	0	0	0	0	0	88804	0	36	1	0	0	0	0	0	0
20	76	0	7	1	1	1	0	0	0	0	0	0	0	0	0	8.717797887081348	0	2.6457513110645907	1	0	0	0	0	0	0	5776	0	49	1	0	0	0	0	0	0
20	114	0	6	1	1	1	0	0	0	0	0	0	0	0	0	10.677078252031311	0	2.449489742783178	1	0	0	0	0	0	0	12996	0	36	1	0	0	0	0	0	0
27	317	0	6	1	1	1	0	0	0	0	0	0	0	0	0	17.804493814764857	0	2.449489742783178	1	0	0	0	0	0	0	100489	0	36	1	0	0	0	0	0	0
27	168	0	7	1	1	1	0	0	0	0	0	0	0	0	0	12.96148139681572	0	2.6457513110645907	1	0	0	0	0	0	0	28224	0	49	1	0	0	0	0	0	0
27	7	0	7	1	1	1	0	0	0	0	0	0	0	0	0	2.6457513110645907	0	2.6457513110645907	1	0	0	0	0	0	0	49	0	49	1	0	0	0	0	0	0
27	186	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.638181696985855	0	2.6457513110645907	1	0	0	0	0	0	0	34596	0	49	1	0	0	0	0	0	0
20	411	0	5	1	1	1	0	0	0	0	0	0	0	0	0	20.273134932713294	0	2.23606797749979	1	0	0	0	0	0	0	168921	0	25	1	0	0	0	0	0	0
20	233	0	6	1	1	1	0	0	0	0	0	0	0	0	0	15.264337522473747	0	2.449489742783178	1	0	0	0	0	0	0	54289	0	36	1	0	0	0	0	0	0
20	333	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.24828759089466	0	2.6457513110645907	1	0	0	0	0	0	0	110889	0	49	1	0	0	0	0	0	0
27	265	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.278820596099706	0	2.6457513110645907	1	0	0	0	0	0	0	70225	0	49	1	0	0	0	0	0	0
20	224	0	6	1	1	1	0	0	0	0	0	0	0	0	0	14.966629547095765	0	2.449489742783178	1	0	0	0	0	0	0	50176	0	36	1	0	0	0	0	0	0
20	288	0	1	1	1	1	0	0	0	0	0	0	0	0	0	16.97056274847714	0	1	1	0	0	0	0	0	0	82944	0	1	1	0	0	0	0	0	0
27	46	0	1	1	1	1	0	0	0	0	0	0	0	0	0	6.782329983125268	0	1	1	0	0	0	0	0	0	2116	0	1	1	0	0	0	0	0	0
20	84	0	7	1	1	1	0	0	0	0	0	0	1	0	0	9.16515138991168	0	2.6457513110645907	1	0	0	0	0	0	0	7056	0	49	1	0	0	0	0	0	0
20	57	0	7	1	1	1	0	0	0	0	0	0	1	0	0	7.54983443527075	0	2.6457513110645907	1	0	0	0	0	0	0	3249	0	49	1	0	0	0	0	0	0
27	216	0	7	1	1	1	0	0	0	0	0	0	0	0	0	14.696938456699069	0	2.6457513110645907	1	0	0	0	0	0	0	46656	0	49	1	0	0	0	0	0	0
27	171	0	6	1	1	1	0	0	0	0	0	0	0	0	0	13.076696830622021	0	2.449489742783178	1	0	0	0	0	0	0	29241	0	36	1	0	0	0	0	0	0
27	280	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.73320053068151	0	2.6457513110645907	1	0	0	0	0	0	0	78400	0	49	1	0	0	0	0	0	0
27	173	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.152946437965905	0	2.6457513110645907	1	0	0	0	0	0	0	29929	0	49	1	0	0	0	0	0	0
20	264	1	6	1	NA	1	0	0	1	1	0	0	0	0	1	16.24807680927192	1	2.449489742783178	1	0	0	1	1	0	0	69696	1	36	1	0	0	1	1	0	0
20	286	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.911534525287763	0	2.6457513110645907	1	0	0	0	0	0	0	81796	0	49	1	0	0	0	0	0	0
27	164	0	7	3	3	0.8169351733389644	0	0.18306482666103568	0	0	0.5714285714285714	0.5714285714285714	1	1	0	12.806248474865697	0	2.6457513110645907	0.903844662173188	0	0.4278607561590987	0	0	0.7559289460184544	0.7559289460184544	26896	0	49	0.6673830774383638	0	0.03351273076043504	0	0	0.32653061224489793	0.32653061224489793
20	166	0	7	1	1	1	0	0	0	0	0	0	0	0	0	12.884098726725126	0	2.6457513110645907	1	0	0	0	0	0	0	27556	0	49	1	0	0	0	0	0	0
Global	244	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.620499351813308	0	2.6457513110645907	1	0	0	0	0	0	0	59536	0	49	1	0	0	0	0	0	0
27	139	0	7	4	4	0.9172147264221304	0	0.08278527357786969	0	0	0.42857142857142855	0.42857142857142855	1	1	0	11.789826122551595	0	2.6457513110645907	0.9577132798610085	0	0.287724301333533	0	0	0.6546536707079771	0.6546536707079771	19321	0	49	0.8412828543656236	0	0.006853401521362729	0	0	0.18367346938775508	0.18367346938775508
20	138	0	3	1	1	1	0	0	0	0	0	0	0	0	0	11.74734012447073	0	1.7320508075688772	1	0	0	0	0	0	0	19044	0	9	1	0	0	0	0	0	0
27	238	0	7	2	2	0.6381302521008403	0.36186974789915966	0	0	0	0.5714285714285714	0	0	0	0	15.427248620541512	0	2.6457513110645907	0.7988305528088171	0.6015561053627165	0	0	0	0.7559289460184544	0	56644	0	49	0.407210218646282	0.13094971444460135	0	0	0	0.32653061224489793	0
20	101	0	6	1	1	1	0	0	0	0	0	0	0	0	0	10.04987562112089	0	2.449489742783178	1	0	0	0	0	0	0	10201	0	36	1	0	0	0	0	0	0
20	355	0	7	5	5	0.2857142857142857	0	0.7142857142857143	0	0	0.7142857142857143	0.7142857142857143	1	1	0	18.841443681416774	0	2.6457513110645907	0.5345224838248488	0	0.8451542547285166	0	0	0.8451542547285166	0.8451542547285166	126025	0	49	0.08163265306122448	0	0.5102040816326531	0	0	0.5102040816326531	0.5102040816326531
27	182	0	4	1	1	1	0	0	0	0	0	0	0	0	0	13.490737563232042	0	2	1	0	0	0	0	0	0	33124	0	16	1	0	0	0	0	0	0
20	103	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.14889156509222	0	2.6457513110645907	1	0	0	0	0	0	0	10609	0	49	1	0	0	0	0	0	0
27	54	0	7	1	1	1	0	0	0	0	0	0	0	0	0	7.3484692283495345	0	2.6457513110645907	1	0	0	0	0	0	0	2916	0	49	1	0	0	0	0	0	0
20	266	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.30950643030009	0	2.6457513110645907	1	0	0	0	0	0	0	70756	0	49	1	0	0	0	0	0	0
27	224	0	7	1	1	1	0	0	0	0	0	0	0	0	0	14.966629547095765	0	2.6457513110645907	1	0	0	0	0	0	0	50176	0	49	1	0	0	0	0	0	0
20	300	0	7	2	2	0.878348471759636	0.12165152824036392	0	0	0	0.42857142857142855	0	0	0	0	17.320508075688775	0	2.6457513110645907	0.9372024710592882	0.34878579133956117	0	0	0	0.6546536707079771	0	90000	0	49	0.7714960378424881	0.01479909432321606	0	0	0	0.18367346938775508	0
27	181	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.45362404707371	0	2.6457513110645907	1	0	0	0	0	0	0	32761	0	49	1	0	0	0	0	0	0
20	377	0	7	1	1	1	0	0	0	0	0	0	0	0	0	19.4164878389476	0	2.6457513110645907	1	0	0	0	0	0	0	142129	0	49	1	0	0	0	0	0	0
27	119	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.908712114635714	0	2.6457513110645907	1	0	0	0	0	0	0	14161	0	49	1	0	0	0	0	0	0
20	164	0	6	1	1	1	0	0	0	0	0	0	0	0	0	12.806248474865697	0	2.449489742783178	1	0	0	0	0	0	0	26896	0	36	1	0	0	0	0	0	0
27	59	0	3	2	2	0.6666666666666666	0.3333333333333333	0	0	0	0.3333333333333333	0	0	0	0	7.681145747868608	0	1.7320508075688772	0.816496580927726	0.5773502691896257	0	0	0	0.5773502691896257	0	3481	0	9	0.4444444444444444	0.1111111111111111	0	0	0	0.1111111111111111	0
20	233	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.264337522473747	0	2.6457513110645907	1	0	0	0	0	0	0	54289	0	49	1	0	0	0	0	0	0
20	119	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.908712114635714	0	2.6457513110645907	1	0	0	0	0	0	0	14161	0	49	1	0	0	0	0	0	0
27	211	0	7	1	1	1	0	0	0	0	0	0	0	0	0	14.52583904633395	0	2.6457513110645907	1	0	0	0	0	0	0	44521	0	49	1	0	0	0	0	0	0
20	298	0	7	3	3	0.7842347497661121	0.09675703228949982	0.11900821794438816	0	0	0.8571428571428571	0.42857142857142855	0	1	0	17.26267650163207	0	2.6457513110645907	0.8855702963436116	0.31105792433162643	0.3449756773228921	0	0	0.9258200997725514	0.6546536707079771	88804	0	49	0.6150241427407164	0.009361923297471311	0.014162955938298994	0	0	0.7346938775510203	0.18367346938775508
27	183	0	2	1	1	1	0	0	0	0	0	0	0	0	0	13.527749258468683	0	1.4142135623730951	1	0	0	0	0	0	0	33489	0	4	1	0	0	0	0	0	0
27	142	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.916375287812984	0	2.6457513110645907	1	0	0	0	0	0	0	20164	0	49	1	0	0	0	0	0	0
20	78	0	7	1	1	1	0	0	0	0	0	0	0	0	0	8.831760866327848	0	2.6457513110645907	1	0	0	0	0	0	0	6084	0	49	1	0	0	0	0	0	0
20	122	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.045361017187261	0	2.6457513110645907	1	0	0	0	0	0	0	14884	0	49	1	0	0	0	0	0	0
27	45	0	7	1	1	1	0	0	0	0	0	0	0	0	0	6.708203932499369	0	2.6457513110645907	1	0	0	0	0	0	0	2025	0	49	1	0	0	0	0	0	0
20	107	0	5	1	1	1	0	0	0	0	0	0	0	0	0	10.344080432788601	0	2.23606797749979	1	0	0	0	0	0	0	11449	0	25	1	0	0	0	0	0	0
Global	78	0	6	1	1	1	0	0	0	0	0	0	0	0	0	8.831760866327848	0	2.449489742783178	1	0	0	0	0	0	0	6084	0	36	1	0	0	0	0	0	0
27	189	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.74772708486752	0	2.6457513110645907	1	0	0	0	0	0	0	35721	0	49	1	0	0	0	0	0	0
27	258	0	7	3	3	0.8600840336134454	0.0642857142857143	0.07563025210084033	0	0	0.2857142857142857	0.14285714285714285	0	1	0	16.06237840420901	0	2.6457513110645907	0.927407156330727	0.253546276418555	0.27500954910846337	0	0	0.5345224838248488	0.3779644730092272	66564	0	49	0.7397445448767743	0.004132653061224491	0.005719935032836664	0	0	0.08163265306122448	0.02040816326530612
20	129	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.357816691600547	0	2.6457513110645907	1	0	0	0	0	0	0	16641	0	49	1	0	0	0	0	0	0
Global	185	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.601470508735444	0	2.6457513110645907	1	0	0	0	0	0	0	34225	0	49	1	0	0	0	0	0	0
20	161	0	7	1	1	1	0	0	0	0	0	0	0	0	0	12.68857754044952	0	2.6457513110645907	1	0	0	0	0	0	0	25921	0	49	1	0	0	0	0	0	0
20	294	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.146428199482248	0	2.6457513110645907	1	0	0	0	0	0	0	86436	0	49	1	0	0	0	0	0	0
Global	241	0	6	1	1	1	0	0	0	0	0	0	0	0	0	15.524174696260024	0	2.449489742783178	1	0	0	0	0	0	0	58081	0	36	1	0	0	0	0	0	0
27	201	0	7	1	1	1	0	0	0	0	0	0	0	0	0	14.177446878757825	0	2.6457513110645907	1	0	0	0	0	0	0	40401	0	49	1	0	0	0	0	0	0
27	347	0	2	1	1	1	0	0	0	0	0	0	0	0	0	18.627936010197157	0	1.4142135623730951	1	0	0	0	0	0	0	120409	0	4	1	0	0	0	0	0	0
27	278	0	5	1	1	1	0	0	0	0	0	0	0	0	0	16.673332000533065	0	2.23606797749979	1	0	0	0	0	0	0	77284	0	25	1	0	0	0	0	0	0
20	168	0	4	1	1	1	0	0	0	0	0	0	1	0	0	12.96148139681572	0	2	1	0	0	0	0	0	0	28224	0	16	1	0	0	0	0	0	0
20	104	0	6	1	1	1	0	0	0	0	0	0	0	0	0	10.198039027185569	0	2.449489742783178	1	0	0	0	0	0	0	10816	0	36	1	0	0	0	0	0	0
27	279	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.703293088490067	0	2.6457513110645907	1	0	0	0	0	0	0	77841	0	49	1	0	0	0	0	0	0
20	142	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.916375287812984	0	2.6457513110645907	1	0	0	0	0	0	0	20164	0	49	1	0	0	0	0	0	0
27	344	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.547236990991408	0	2.6457513110645907	1	0	0	0	0	0	0	118336	0	49	1	0	0	0	0	0	0
20	303	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.406895185529212	0	2.6457513110645907	1	0	0	0	0	0	0	91809	0	49	1	0	0	0	0	0	0
20	352	0	6	1	1	1	0	0	0	0	0	0	0	0	0	18.76166303929372	0	2.449489742783178	1	0	0	0	0	0	0	123904	0	36	1	0	0	0	0	0	0
20	366	0	2	1	1	1	0	0	0	0	0	0	0	0	0	19.131126469708992	0	1.4142135623730951	1	0	0	0	0	0	0	133956	0	4	1	0	0	0	0	0	0
Global	76	0	7	1	1	1	0	0	0	0	0	0	1	0	0	8.717797887081348	0	2.6457513110645907	1	0	0	0	0	0	0	5776	0	49	1	0	0	0	0	0	0
27	184	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.564659966250536	0	2.6457513110645907	1	0	0	0	0	0	0	33856	0	49	1	0	0	0	0	0	0
27	4	0	6	1	1	1	0	0	0	0	0	0	0	0	0	2	0	2.449489742783178	1	0	0	0	0	0	0	16	0	36	1	0	0	0	0	0	0
Global	130	0	6	4	4	0.992063492063492	0	0.0079365079365079309	0	0	0.16666666666666666	0.16666666666666666	0	1	0	11.40175425099138	0	2.449489742783178	0.9960238411119947	0	0.08908708063747477	0	0	0.408248290463863	0.408248290463863	16900	0	36	0.9841899722852102	0	6.298815822625338e-5	0	0	0.027777777777777776	0.027777777777777776
27	66	0	7	1	1	1	0	0	0	0	0	0	1	0	0	8.12403840463596	0	2.6457513110645907	1	0	0	0	0	0	0	4356	0	49	1	0	0	0	0	0	0
Global	126	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.224972160321824	0	2.6457513110645907	1	0	0	0	0	0	0	15876	0	49	1	0	0	0	0	0	0
Global	287	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.941074346097416	0	2.6457513110645907	1	0	0	0	0	0	0	82369	0	49	1	0	0	0	0	0	0
27	68	0	7	1	1	1	0	0	0	0	0	0	0	0	0	8.246211251235321	0	2.6457513110645907	1	0	0	0	0	0	0	4624	0	49	1	0	0	0	0	0	0
27	218	0	7	1	1	1	0	0	0	0	0	0	0	0	0	14.7648230602334	0	2.6457513110645907	1	0	0	0	0	0	0	47524	0	49	1	0	0	0	0	0	0
20	45	0	7	1	1	1	0	0	0	0	0	0	0	0	0	6.708203932499369	0	2.6457513110645907	1	0	0	0	0	0	0	2025	0	49	1	0	0	0	0	0	0
20	180	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.416407864998739	0	2.6457513110645907	1	0	0	0	0	0	0	32400	0	49	1	0	0	0	0	0	0
20	108	0	5	1	1	1	0	0	0	0	0	0	0	0	0	10.392304845413264	0	2.23606797749979	1	0	0	0	0	0	0	11664	0	25	1	0	0	0	0	0	0
Global	121	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11	0	2.6457513110645907	1	0	0	0	0	0	0	14641	0	49	1	0	0	0	0	0	0
20	109	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.44030650891055	0	2.6457513110645907	1	0	0	0	0	0	0	11881	0	49	1	0	0	0	0	0	0
20	142	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.916375287812984	0	2.6457513110645907	1	0	0	0	0	0	0	20164	0	49	1	0	0	0	0	0	0
27	56	0	7	1	1	1	0	0	0	0	0	0	0	0	0	7.483314773547883	0	2.6457513110645907	1	0	0	0	0	0	0	3136	0	49	1	0	0	0	0	0	0
Global	14	0	6	1	1	1	0	0	0	0	0	0	0	0	0	3.7416573867739413	0	2.449489742783178	1	0	0	0	0	0	0	196	0	36	1	0	0	0	0	0	0
27	23	0	7	1	1	1	0	0	0	0	0	0	0	0	0	4.795831523312719	0	2.6457513110645907	1	0	0	0	0	0	0	529	0	49	1	0	0	0	0	0	0
Global	261	0	5	1	1	1	0	0	0	0	0	0	0	0	0	16.15549442140351	0	2.23606797749979	1	0	0	0	0	0	0	68121	0	25	1	0	0	0	0	0	0
27	116	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.770329614269007	0	2.6457513110645907	1	0	0	0	0	0	0	13456	0	49	1	0	0	0	0	0	0
27	316	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.776388834631177	0	2.6457513110645907	1	0	0	0	0	0	0	99856	0	49	1	0	0	0	0	0	0
20	254	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.937377450509228	0	2.6457513110645907	1	0	0	0	0	0	0	64516	0	49	1	0	0	0	0	0	0
27	118	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.862780491200215	0	2.6457513110645907	1	0	0	0	0	0	0	13924	0	49	1	0	0	0	0	0	0
20	100	0	2	1	1	1	0	0	0	0	0	0	0	0	0	10	0	1.4142135623730951	1	0	0	0	0	0	0	10000	0	4	1	0	0	0	0	0	0
Global	330	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.16590212458495	0	2.6457513110645907	1	0	0	0	0	0	0	108900	0	49	1	0	0	0	0	0	0
20	233	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.264337522473747	0	2.6457513110645907	1	0	0	0	0	0	0	54289	0	49	1	0	0	0	0	0	0
27	134	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.575836902790225	0	2.6457513110645907	1	0	0	0	0	0	0	17956	0	49	1	0	0	0	0	0	0
20	388	0	7	1	1	1	0	0	0	0	0	0	1	0	0	19.697715603592208	0	2.6457513110645907	1	0	0	0	0	0	0	150544	0	49	1	0	0	0	0	0	0
27	136	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.661903789690601	0	2.6457513110645907	1	0	0	0	0	0	0	18496	0	49	1	0	0	0	0	0	0
20	306	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.4928556845359	0	2.6457513110645907	1	0	0	0	0	0	0	93636	0	49	1	0	0	0	0	0	0
20	345	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.57417562100671	0	2.6457513110645907	1	0	0	0	0	0	0	119025	0	49	1	0	0	0	0	0	0
20	44	0	7	1	1	1	0	0	0	0	0	0	0	0	0	6.6332495807108	0	2.6457513110645907	1	0	0	0	0	0	0	1936	0	49	1	0	0	0	0	0	0
27	332	0	7	2	2	0.7983193277310925	0.20168067226890757	0	0	0	0.42857142857142855	0	1	0	0	18.2208671582886	0	2.6457513110645907	0.8934871726729446	0.44908871313907184	0	0	0	0.6546536707079771	0	110224	0	49	0.6373137490290235	0.0406750935668385	0	0	0	0.18367346938775508	0
27	52	0	6	1	1	1	0	0	0	0	0	0	0	0	0	7.211102550927978	0	2.449489742783178	1	0	0	0	0	0	0	2704	0	36	1	0	0	0	0	0	0
20	249	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.7797338380595	0	2.6457513110645907	1	0	0	0	0	0	0	62001	0	49	1	0	0	0	0	0	0
27	135	0	7	5	5	0.9095159742218566	0	0.09048402577814342	0	0	0.42857142857142855	0.42857142857142855	1	1	0	11.61895003862225	0	2.6457513110645907	0.9536854692307399	0	0.3008056279030421	0	0	0.6546536707079771	0.6546536707079771	18225	0	49	0.8272193073647329	0	0.008187358921019723	0	0	0.18367346938775508	0.18367346938775508
27	121	0	6	1	1	1	0	0	0	0	0	0	0	0	0	11	0	2.449489742783178	1	0	0	0	0	0	0	14641	0	36	1	0	0	0	0	0	0
27	53	0	7	1	1	1	0	0	0	0	0	0	0	0	0	7.280109889280518	0	2.6457513110645907	1	0	0	0	0	0	0	2809	0	49	1	0	0	0	0	0	0
27	104	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.198039027185569	0	2.6457513110645907	1	0	0	0	0	0	0	10816	0	49	1	0	0	0	0	0	0
Global	65	0	7	1	1	1	0	0	0	0	0	0	0	0	0	8.06225774829855	0	2.6457513110645907	1	0	0	0	0	0	0	4225	0	49	1	0	0	0	0	0	0
27	40	0	7	1	1	1	0	0	0	0	0	0	0	0	0	6.324555320336759	0	2.6457513110645907	1	0	0	0	0	0	0	1600	0	49	1	0	0	0	0	0	0
27	328	0	6	1	1	1	0	0	0	0	0	0	0	0	0	18.110770276274835	0	2.449489742783178	1	0	0	0	0	0	0	107584	0	36	1	0	0	0	0	0	0
27	380	0	3	1	1	1	0	0	0	0	0	0	1	0	0	19.493588689617926	0	1.7320508075688772	1	0	0	0	0	0	0	144400	0	9	1	0	0	0	0	0	0
20	358	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.920887928424502	0	2.6457513110645907	1	0	0	0	0	0	0	128164	0	49	1	0	0	0	0	0	0
20	236	0	7	3	3	0.9012605042016808	0	0.09873949579831932	0	0	0.14285714285714285	0.14285714285714285	0	1	0	15.362291495737216	0	2.6457513110645907	0.9493474096460582	0	0.31422841341660895	0	0	0.3779644730092272	0.3779644730092272	55696	0	49	0.812270496433868	0	0.009749488030506319	0	0	0.02040816326530612	0.02040816326530612
20	341	0	6	1	1	1	0	0	0	0	0	0	0	0	0	18.466185312619388	0	2.449489742783178	1	0	0	0	0	0	0	116281	0	36	1	0	0	0	0	0	0
20	399	0	6	1	1	1	0	0	0	0	0	0	0	0	0	19.974984355438178	0	2.449489742783178	1	0	0	0	0	0	0	159201	0	36	1	0	0	0	0	0	0
20	116	0	2	1	1	1	0	0	0	0	0	0	0	0	0	10.770329614269007	0	1.4142135623730951	1	0	0	0	0	0	0	13456	0	4	1	0	0	0	0	0	0
Global	366	0	4	1	1	1	0	0	0	0	0	0	0	0	0	19.131126469708992	0	2	1	0	0	0	0	0	0	133956	0	16	1	0	0	0	0	0	0
Global	126	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.224972160321824	0	2.6457513110645907	1	0	0	0	0	0	0	15876	0	49	1	0	0	0	0	0	0
20	325	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.027756377319946	0	2.6457513110645907	1	0	0	0	0	0	0	105625	0	49	1	0	0	0	0	0	0
27	129	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.357816691600547	0	2.6457513110645907	1	0	0	0	0	0	0	16641	0	49	1	0	0	0	0	0	0
27	326	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.05547008526779	0	2.6457513110645907	1	0	0	0	0	0	0	106276	0	49	1	0	0	0	0	0	0
20	350	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.708286933869708	0	2.6457513110645907	1	0	0	0	0	0	0	122500	0	49	1	0	0	0	0	0	0
27	278	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.673332000533065	0	2.6457513110645907	1	0	0	0	0	0	0	77284	0	49	1	0	0	0	0	0	0
27	62	0	7	1	1	1	0	0	0	0	0	0	0	0	0	7.874007874011811	0	2.6457513110645907	1	0	0	0	0	0	0	3844	0	49	1	0	0	0	0	0	0
20	180	0	6	1	1	1	0	0	0	0	0	0	0	0	0	13.416407864998739	0	2.449489742783178	1	0	0	0	0	0	0	32400	0	36	1	0	0	0	0	0	0
