tipo_persona	proxy_edad_actual	prop_con_garantia_actual	n_meses_seg_bcra	max_situacion_mes	max_sit_mes_sin_garantia	media_prop_situacion_1	media_prop_situacion_2	media_prop_default	media_prop_con_garantia	prop_tuvo_garantia	prop_mora_30_dias_seg	prop_default_seg	default	tiene_default_historico	tiene_garantia_historica	proxy_edad_actual_sqrt	prop_con_garantia_actual_sqrt	n_meses_seg_bcra_sqrt	media_prop_situacion_1_sqrt	media_prop_situacion_2_sqrt	media_prop_default_sqrt	media_prop_con_garantia_sqrt	prop_tuvo_garantia_sqrt	prop_mora_30_dias_seg_sqrt	prop_default_seg_sqrt	proxy_edad_actual_pot	prop_con_garantia_actual_pot	n_meses_seg_bcra_pot	media_prop_situacion_1_pot	media_prop_situacion_2_pot	media_prop_default_pot	media_prop_con_garantia_pot	prop_tuvo_garantia_pot	prop_mora_30_dias_seg_pot	prop_default_seg_pot
20	73	0	7	3	3	0.885425447475627	0.06035377330359379	0.05422077922077922	0	0	0.7142857142857143	0.2857142857142857	1	1	0	8.54400374531753	0	2.6457513110645907	0.9409704817238568	0.2456700496674224	0.23285355745785638	0	0	0.8451542547285166	0.5345224838248488	5329	0	49	0.7839782230374144	0.0036425779519815905	0.0029398928993084835	0	0	0.5102040816326531	0.08163265306122448
Global	385	0	7	1	1	1	0	0	0.2511799359538342	0.5714285714285714	0	0	0	0	1	19.621416870348583	0	2.6457513110645907	1	0	0	0.5011785469808482	0.7559289460184544	0	0	148225	0	49	1	0	0	0.06309136022577225	0.32653061224489793	0	0
Global	68	0	6	1	1	1	0	0	0	0	0	0	0	0	0	8.246211251235321	0	2.449489742783178	1	0	0	0	0	0	0	4624	0	36	1	0	0	0	0	0	0
20	342	0	6	1	1	1	0	0	0	0	0	0	0	0	0	18.49324200890693	0	2.449489742783178	1	0	0	0	0	0	0	116964	0	36	1	0	0	0	0	0	0
27	325	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.027756377319946	0	2.6457513110645907	1	0	0	0	0	0	0	105625	0	49	1	0	0	0	0	0	0
20	178	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.341664064126334	0	2.6457513110645907	1	0	0	0	0	0	0	31684	0	49	1	0	0	0	0	0	0
20	377	0	7	1	1	1	0	0	0	0	0	0	0	0	0	19.4164878389476	0	2.6457513110645907	1	0	0	0	0	0	0	142129	0	49	1	0	0	0	0	0	0
27	261	0	6	1	1	1	0	0	0	0	0	0	0	0	0	16.15549442140351	0	2.449489742783178	1	0	0	0	0	0	0	68121	0	36	1	0	0	0	0	0	0
27	224	0	6	1	1	1	0	0	0	0	0	0	0	0	0	14.966629547095765	0	2.449489742783178	1	0	0	0	0	0	0	50176	0	36	1	0	0	0	0	0	0
20	391	0	4	1	1	1	0	0	0	0	0	0	0	0	0	19.77371993328519	0	2	1	0	0	0	0	0	0	152881	0	16	1	0	0	0	0	0	0
27	180	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.416407864998739	0	2.6457513110645907	1	0	0	0	0	0	0	32400	0	49	1	0	0	0	0	0	0
20	60	0	7	1	1	1	0	0	0	0	0	0	0	0	0	7.745966692414834	0	2.6457513110645907	1	0	0	0	0	0	0	3600	0	49	1	0	0	0	0	0	0
27	180	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.416407864998739	0	2.6457513110645907	1	0	0	0	0	0	0	32400	0	49	1	0	0	0	0	0	0
27	107	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.344080432788601	0	2.6457513110645907	1	0	0	0	0	0	0	11449	0	49	1	0	0	0	0	0	0
20	323	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.97220075561143	0	2.6457513110645907	1	0	0	0	0	0	0	104329	0	49	1	0	0	0	0	0	0
20	332	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.2208671582886	0	2.6457513110645907	1	0	0	0	0	0	0	110224	0	49	1	0	0	0	0	0	0
Global	166	0	7	1	1	1	0	0	0	0	0	0	0	0	0	12.884098726725126	0	2.6457513110645907	1	0	0	0	0	0	0	27556	0	49	1	0	0	0	0	0	0
20	333	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.24828759089466	0	2.6457513110645907	1	0	0	0	0	0	0	110889	0	49	1	0	0	0	0	0	0
27	344	0	7	4	4	0.37142857142857144	0.22857142857142856	0.4	0	0	0.7142857142857143	0.5714285714285714	0	1	0	18.547236990991408	0	2.6457513110645907	0.609449400220044	0.47809144373375745	0.6324555320336759	0	0	0.8451542547285166	0.7559289460184544	118336	0	49	0.1379591836734694	0.05224489795918367	0.16000000000000003	0	0	0.5102040816326531	0.32653061224489793
20	364	0	7	1	1	1	0	0	0	0	0	0	0	0	0	19.078784028338912	0	2.6457513110645907	1	0	0	0	0	0	0	132496	0	49	1	0	0	0	0	0	0
27	335	0	5	1	1	1	0	0	0	0	0	0	0	0	0	18.303005217723125	0	2.23606797749979	1	0	0	0	0	0	0	112225	0	25	1	0	0	0	0	0	0
20	49	0	7	1	1	1	0	0	0	0	0	0	0	0	0	7	0	2.6457513110645907	1	0	0	0	0	0	0	2401	0	49	1	0	0	0	0	0	0
27	335	0	6	2	2	0.6666666666666666	0.3333333333333333	0	0	0	0.3333333333333333	0	1	0	0	18.303005217723125	0	2.449489742783178	0.816496580927726	0.5773502691896257	0	0	0	0.5773502691896257	0	112225	0	36	0.4444444444444444	0.1111111111111111	0	0	0	0.1111111111111111	0
27	368	0	6	1	1	1	0	0	0	0	0	0	0	0	0	19.183326093250876	0	2.449489742783178	1	0	0	0	0	0	0	135424	0	36	1	0	0	0	0	0	0
27	170	0	5	1	1	1	0	0	0	0	0	0	0	0	0	13.038404810405298	0	2.23606797749979	1	0	0	0	0	0	0	28900	0	25	1	0	0	0	0	0	0
20	77	0	7	1	1	1	0	0	0	0	0	0	0	0	0	8.774964387392123	0	2.6457513110645907	1	0	0	0	0	0	0	5929	0	49	1	0	0	0	0	0	0
20	433	0	2	1	1	1	0	0	0	0	0	0	0	0	0	20.808652046684813	0	1.4142135623730951	1	0	0	0	0	0	0	187489	0	4	1	0	0	0	0	0	0
27	318	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.832554500127006	0	2.6457513110645907	1	0	0	0	0	0	0	101124	0	49	1	0	0	0	0	0	0
27	278	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.673332000533065	0	2.6457513110645907	1	0	0	0	0	0	0	77284	0	49	1	0	0	0	0	0	0
27	352	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.76166303929372	0	2.6457513110645907	1	0	0	0	0	0	0	123904	0	49	1	0	0	0	0	0	0
Global	111	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.535653752852738	0	2.6457513110645907	1	0	0	0	0	0	0	12321	0	49	1	0	0	0	0	0	0
20	375	0	7	1	1	1	0	0	0	0	0	0	0	0	0	19.364916731037084	0	2.6457513110645907	1	0	0	0	0	0	0	140625	0	49	1	0	0	0	0	0	0
20	163	0	7	1	1	1	0	0	0	0	0	0	0	0	0	12.767145334803704	0	2.6457513110645907	1	0	0	0	0	0	0	26569	0	49	1	0	0	0	0	0	0
20	69	0	5	1	1	1	0	0	0	0	0	0	0	0	0	8.306623862918075	0	2.23606797749979	1	0	0	0	0	0	0	4761	0	25	1	0	0	0	0	0	0
Global	200	0	7	1	1	1	0	0	0	0	0	0	0	0	0	14.142135623730951	0	2.6457513110645907	1	0	0	0	0	0	0	40000	0	49	1	0	0	0	0	0	0
27	224	0	7	5	5	0.8340090774325337	0	0.16599092256746625	0	0	0.8571428571428571	0.8571428571428571	1	1	0	14.966629547095765	0	2.6457513110645907	0.9132409744599361	0	0.40741983575602486	0	0	0.9258200997725514	0.9258200997725514	50176	0	49	0.6955711412398661	0	0.02755298637479858	0	0	0.7346938775510203	0.7346938775510203
27	320	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.88854381999832	0	2.6457513110645907	1	0	0	0	0	0	0	102400	0	49	1	0	0	0	0	0	0
27	359	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.947295321496416	0	2.6457513110645907	1	0	0	0	0	0	0	128881	0	49	1	0	0	0	0	0	0
20	149	0	6	1	1	1	0	0	0	0	0	0	0	0	0	12.206555615733702	0	2.449489742783178	1	0	0	0	0	0	0	22201	0	36	1	0	0	0	0	0	0
20	181	0	6	1	1	1	0	0	0	0	0	0	0	0	0	13.45362404707371	0	2.449489742783178	1	0	0	0	0	0	0	32761	0	36	1	0	0	0	0	0	0
27	240	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.491933384829668	0	2.6457513110645907	1	0	0	0	0	0	0	57600	0	49	1	0	0	0	0	0	0
27	317	0	6	1	1	1	0	0	0	0	0	0	0	0	0	17.804493814764857	0	2.449489742783178	1	0	0	0	0	0	0	100489	0	36	1	0	0	0	0	0	0
27	324	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18	0	2.6457513110645907	1	0	0	0	0	0	0	104976	0	49	1	0	0	0	0	0	0
27	80	0	7	1	1	1	0	0	0	0	0	0	0	0	0	8.94427190999916	0	2.6457513110645907	1	0	0	0	0	0	0	6400	0	49	1	0	0	0	0	0	0
27	142	0.6185567010309279	7	2	1	0.9116347569955816	0.08836524300441827	0	0.08836524300441827	0.14285714285714285	0.14285714285714285	0	0	0	1	11.916375287812984	0.7864837576396145	2.6457513110645907	0.95479566243023	0.2972629189865737	0	0.2972629189865737	0.3779644730092272	0.3779644730092272	0	20164	0.3826123923902647	49	0.8310779301623932	0.007808416171229892	0	0.007808416171229892	0.02040816326530612	0.02040816326530612	0
20	275	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.583123951777	0	2.6457513110645907	1	0	0	0	0	0	0	75625	0	49	1	0	0	0	0	0	0
27	288	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.97056274847714	0	2.6457513110645907	1	0	0	0	0	0	0	82944	0	49	1	0	0	0	0	0	0
27	355	0	7	2	2	0.7689075630252101	0.23109243697478993	0	0	0	0.42857142857142855	0	0	0	0	18.841443681416774	0	2.6457513110645907	0.8768737440619431	0.4807207473937337	0	0	0	0.6546536707079771	0	126025	0	49	0.5912188404773675	0.05340371442694725	0	0	0	0.18367346938775508	0
27	256	0	6	1	1	1	0	0	0	0	0	0	0	0	0	16	0	2.449489742783178	1	0	0	0	0	0	0	65536	0	36	1	0	0	0	0	0	0
27	186	0	6	1	1	1	0	0	0	0	0	0	0	0	0	13.638181696985855	0	2.449489742783178	1	0	0	0	0	0	0	34596	0	36	1	0	0	0	0	0	0
20	315	0	7	2	2	0.7875981161695448	0.21240188383045525	0	0	0	0.2857142857142857	0	1	0	0	17.74823934929885	0	2.6457513110645907	0.8874672479418859	0.46087078864954684	0	0	0	0.5345224838248488	0	99225	0	49	0.6203107925938157	0.0451145602547262	0	0	0	0.08163265306122448	0
27	148	0	7	1	1	1	0	0	0	0	0	0	0	0	0	12.165525060596439	0	2.6457513110645907	1	0	0	0	0	0	0	21904	0	49	1	0	0	0	0	0	0
20	225	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15	0	2.6457513110645907	1	0	0	0	0	0	0	50625	0	49	1	0	0	0	0	0	0
27	140	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.832159566199232	0	2.6457513110645907	1	0	0	0	0	0	0	19600	0	49	1	0	0	0	0	0	0
20	241	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.524174696260024	0	2.6457513110645907	1	0	0	0	0	0	0	58081	0	49	1	0	0	0	0	0	0
20	52	0	7	1	1	1	0	0	0	0	0	0	0	0	0	7.211102550927978	0	2.6457513110645907	1	0	0	0	0	0	0	2704	0	49	1	0	0	0	0	0	0
27	238	0	4	1	1	1	0	0	0	0	0	0	0	0	0	15.427248620541512	0	2	1	0	0	0	0	0	0	56644	0	16	1	0	0	0	0	0	0
27	185	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.601470508735444	0	2.6457513110645907	1	0	0	0	0	0	0	34225	0	49	1	0	0	0	0	0	0
27	356	0.7021276595744681	7	1	1	1	0	0	0.7646150704714193	1	0	0	0	0	1	18.867962264113206	0.8379305815963922	2.6457513110645907	1	0	0	0.8744227069738179	1	0	0	126736	0.4929832503395202	49	1	0	0	0.5846362059920135	1	0	0
20	302	0	6	1	1	1	0	0	0	0	0	0	0	0	0	17.378147196982766	0	2.449489742783178	1	0	0	0	0	0	0	91204	0	36	1	0	0	0	0	0	0
27	334	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.275666882497067	0	2.6457513110645907	1	0	0	0	0	0	0	111556	0	49	1	0	0	0	0	0	0
20	269	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.401219466856727	0	2.6457513110645907	1	0	0	0	0	0	0	72361	0	49	1	0	0	0	0	0	0
27	126	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.224972160321824	0	2.6457513110645907	1	0	0	0	0	0	0	15876	0	49	1	0	0	0	0	0	0
20	329	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.138357147217054	0	2.6457513110645907	1	0	0	0	0	0	0	108241	0	49	1	0	0	0	0	0	0
Global	112	0	6	1	1	1	0	0	0	0	0	0	0	0	0	10.583005244258363	0	2.449489742783178	1	0	0	0	0	0	0	12544	0	36	1	0	0	0	0	0	0
27	42	0	7	1	1	1	0	0	0	0	0	0	0	0	0	6.48074069840786	0	2.6457513110645907	1	0	0	0	0	0	0	1764	0	49	1	0	0	0	0	0	0
27	116	0	7	2	2	0.7581538881216647	0.2418461118783353	0	0	0	0.5714285714285714	0	1	0	0	10.770329614269007	0	2.6457513110645907	0.8707203271554332	0.49177851913065024	0	0	0	0.7559289460184544	0	13456	0	49	0.5747973180739977	0.05848954183066827	0	0	0	0.32653061224489793	0
27	44	0	2	1	1	1	0	0	0	0	0	0	0	0	0	6.6332495807108	0	1.4142135623730951	1	0	0	0	0	0	0	1936	0	4	1	0	0	0	0	0	0
20	214	0	7	1	1	1	0	0	0	0	0	0	0	0	0	14.628738838327793	0	2.6457513110645907	1	0	0	0	0	0	0	45796	0	49	1	0	0	0	0	0	0
27	316	0	6	1	1	1	0	0	0	0	0	0	0	0	0	17.776388834631177	0	2.449489742783178	1	0	0	0	0	0	0	99856	0	36	1	0	0	0	0	0	0
20	280	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.73320053068151	0	2.6457513110645907	1	0	0	0	0	0	0	78400	0	49	1	0	0	0	0	0	0
27	390	0	2	3	3	0.5	0	0.5	0	0	0.5	0.5	1	1	0	19.748417658131498	0	1.4142135623730951	0.7071067811865476	0	0.7071067811865476	0	0	0.7071067811865476	0.7071067811865476	152100	0	4	0.25	0	0.25	0	0	0.25	0.25
20	371	0	7	1	1	1	0	0	0	0	0	0	1	0	0	19.261360284258224	0	2.6457513110645907	1	0	0	0	0	0	0	137641	0	49	1	0	0	0	0	0	0
27	45	0	7	1	1	1	0	0	0	0	0	0	0	0	0	6.708203932499369	0	2.6457513110645907	1	0	0	0	0	0	0	2025	0	49	1	0	0	0	0	0	0
27	268	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.3707055437449	0	2.6457513110645907	1	0	0	0	0	0	0	71824	0	49	1	0	0	0	0	0	0
20	142	0	6	1	1	1	0	0	0	0	0	0	0	0	0	11.916375287812984	0	2.449489742783178	1	0	0	0	0	0	0	20164	0	36	1	0	0	0	0	0	0
20	109	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.44030650891055	0	2.6457513110645907	1	0	0	0	0	0	0	11881	0	49	1	0	0	0	0	0	0
20	54	0	1	1	1	1	0	0	0	0	0	0	0	0	0	7.3484692283495345	0	1	1	0	0	0	0	0	0	2916	0	1	1	0	0	0	0	0	0
27	351	0	6	1	1	1	0	0	0	0	0	0	0	0	0	18.734993995195193	0	2.449489742783178	1	0	0	0	0	0	0	123201	0	36	1	0	0	0	0	0	0
20	53	0	7	1	1	1	0	0	0	0	0	0	0	0	0	7.280109889280518	0	2.6457513110645907	1	0	0	0	0	0	0	2809	0	49	1	0	0	0	0	0	0
20	337	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.35755975068582	0	2.6457513110645907	1	0	0	0	0	0	0	113569	0	49	1	0	0	0	0	0	0
20	141	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.874342087037917	0	2.6457513110645907	1	0	0	0	0	0	0	19881	0	49	1	0	0	0	0	0	0
20	45	0	4	1	1	1	0	0	0	0	0	0	0	0	0	6.708203932499369	0	2	1	0	0	0	0	0	0	2025	0	16	1	0	0	0	0	0	0
20	205	0	6	1	1	1	0	0	0	0	0	0	0	0	0	14.317821063276353	0	2.449489742783178	1	0	0	0	0	0	0	42025	0	36	1	0	0	0	0	0	0
20	241	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.524174696260024	0	2.6457513110645907	1	0	0	0	0	0	0	58081	0	49	1	0	0	0	0	0	0
20	167	0	7	1	1	1	0	0	0	0	0	0	0	0	0	12.922847983320086	0	2.6457513110645907	1	0	0	0	0	0	0	27889	0	49	1	0	0	0	0	0	0
20	83	0	7	1	1	1	0	0	0	0	0	0	0	0	0	9.1104335791443	0	2.6457513110645907	1	0	0	0	0	0	0	6889	0	49	1	0	0	0	0	0	0
27	213	0	7	1	1	1	0	0	0	0	0	0	0	0	0	14.594519519326424	0	2.6457513110645907	1	0	0	0	0	0	0	45369	0	49	1	0	0	0	0	0	0
20	242	0	6	1	1	1	0	0	0	0	0	0	0	0	0	15.556349186104045	0	2.449489742783178	1	0	0	0	0	0	0	58564	0	36	1	0	0	0	0	0	0
27	297	0	2	1	1	1	0	0	0	0	0	0	1	0	0	17.233687939614086	0	1.4142135623730951	1	0	0	0	0	0	0	88209	0	4	1	0	0	0	0	0	0
27	290	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.029386365926403	0	2.6457513110645907	1	0	0	0	0	0	0	84100	0	49	1	0	0	0	0	0	0
Global	80	0	7	1	1	1	0	0	0	0	0	0	0	0	0	8.94427190999916	0	2.6457513110645907	1	0	0	0	0	0	0	6400	0	49	1	0	0	0	0	0	0
27	331	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.193405398660254	0	2.6457513110645907	1	0	0	0	0	0	0	109561	0	49	1	0	0	0	0	0	0
20	296	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.204650534085253	0	2.6457513110645907	1	0	0	0	0	0	0	87616	0	49	1	0	0	0	0	0	0
20	76	0	7	1	1	1	0	0	0	0	0	0	0	0	0	8.717797887081348	0	2.6457513110645907	1	0	0	0	0	0	0	5776	0	49	1	0	0	0	0	0	0
20	224	0	7	1	1	1	0	0	0	0	0	0	0	0	0	14.966629547095765	0	2.6457513110645907	1	0	0	0	0	0	0	50176	0	49	1	0	0	0	0	0	0
27	109	0	7	5	5	0.7694581280788177	0	0.23054187192118228	0	0	0.5714285714285714	0.5714285714285714	1	1	0	10.44030650891055	0	2.6457513110645907	0.8771876242166312	0	0.4801477605083484	0	0	0.7559289460184544	0.7559289460184544	11881	0	49	0.5920658108665583	0	0.05314955470892281	0	0	0.32653061224489793	0.32653061224489793
20	107	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.344080432788601	0	2.6457513110645907	1	0	0	0	0	0	0	11449	0	49	1	0	0	0	0	0	0
27	336	0	5	1	1	1	0	0	0	0	0	0	0	0	0	18.33030277982336	0	2.23606797749979	1	0	0	0	0	0	0	112896	0	25	1	0	0	0	0	0	0
20	344	0	7	3	3	0.3492063492063492	0.36507936507936506	0.2857142857142857	0	0	0.7142857142857143	0.2857142857142857	0	1	0	18.547236990991408	0	2.6457513110645907	0.5909368402852788	0.6042179781166438	0.5345224838248488	0	0	0.8451542547285166	0.5345224838248488	118336	0	49	0.12194507432602669	0.13328294280675232	0.08163265306122448	0	0	0.5102040816326531	0.08163265306122448
Global	296	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.204650534085253	0	2.6457513110645907	1	0	0	0	0	0	0	87616	0	49	1	0	0	0	0	0	0
27	259	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.09347693943108	0	2.6457513110645907	1	0	0	0	0	0	0	67081	0	49	1	0	0	0	0	0	0
20	252	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.874507866387544	0	2.6457513110645907	1	0	0	0	0	0	0	63504	0	49	1	0	0	0	0	0	0
20	246	0	6	1	1	1	0	0	0	0	0	0	0	0	0	15.684387141358123	0	2.449489742783178	1	0	0	0	0	0	0	60516	0	36	1	0	0	0	0	0	0
27	173	0	7	1	1	1	0	0	0	0	0	0	0	0	0	13.152946437965905	0	2.6457513110645907	1	0	0	0	0	0	0	29929	0	49	1	0	0	0	0	0	0
20	126	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.224972160321824	0	2.6457513110645907	1	0	0	0	0	0	0	15876	0	49	1	0	0	0	0	0	0
Global	120	0	7	4	4	0.9652475373102778	0.03014416775884666	0.00460829493087557	0	0	0.2857142857142857	0.14285714285714285	0	1	0	10.954451150103322	0	2.6457513110645907	0.9824701203142403	0.17362075843298996	0.06788442333021302	0	0	0.5345224838248488	0.3779644730092272	14400	0	49	0.9317028082835561	9.086708498734904e-4	2.1236382169933474e-5	0	0	0.08163265306122448	0.02040816326530612
Global	348	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.65475810617763	0	2.6457513110645907	1	0	0	0	0	0	0	121104	0	49	1	0	0	0	0	0	0
27	258	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.06237840420901	0	2.6457513110645907	1	0	0	0	0	0	0	66564	0	49	1	0	0	0	0	0	0
27	138	0	7	2	2	0.8571428571428571	0.14285714285714285	0	0	0	0.14285714285714285	0	1	0	0	11.74734012447073	0	2.6457513110645907	0.9258200997725514	0.3779644730092272	0	0	0	0.3779644730092272	0	19044	0	49	0.7346938775510203	0.02040816326530612	0	0	0	0.02040816326530612	0
20	287	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.941074346097416	0	2.6457513110645907	1	0	0	0	0	0	0	82369	0	49	1	0	0	0	0	0	0
27	298	0	7	1	1	1	0	0	0	0	0	0	0	0	0	17.26267650163207	0	2.6457513110645907	1	0	0	0	0	0	0	88804	0	49	1	0	0	0	0	0	0
20	125	0	6	1	1	1	0	0	0	0	0	0	0	0	0	11.180339887498949	0	2.449489742783178	1	0	0	0	0	0	0	15625	0	36	1	0	0	0	0	0	0
20	114	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.677078252031311	0	2.6457513110645907	1	0	0	0	0	0	0	12996	0	49	1	0	0	0	0	0	0
20	275	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.583123951777	0	2.6457513110645907	1	0	0	0	0	0	0	75625	0	49	1	0	0	0	0	0	0
20	129	0	7	1	1	1	0	0	0	0	0	0	0	0	0	11.357816691600547	0	2.6457513110645907	1	0	0	0	0	0	0	16641	0	49	1	0	0	0	0	0	0
20	324	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18	0	2.6457513110645907	1	0	0	0	0	0	0	104976	0	49	1	0	0	0	0	0	0
Global	109	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.44030650891055	0	2.6457513110645907	1	0	0	0	0	0	0	11881	0	49	1	0	0	0	0	0	0
27	52	0	5	1	1	1	0	0	0	0	0	0	0	0	0	7.211102550927978	0	2.23606797749979	1	0	0	0	0	0	0	2704	0	25	1	0	0	0	0	0	0
27	252	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.874507866387544	0	2.6457513110645907	1	0	0	0	0	0	0	63504	0	49	1	0	0	0	0	0	0
27	105	0	7	1	1	1	0	0	0	0	0	0	0	0	0	10.246950765959598	0	2.6457513110645907	1	0	0	0	0	0	0	11025	0	49	1	0	0	0	0	0	0
27	328	0	7	1	1	1	0	0	0	0	0	0	0	0	0	18.110770276274835	0	2.6457513110645907	1	0	0	0	0	0	0	107584	0	49	1	0	0	0	0	0	0
Global	218	0	7	1	1	1	0	0	0	0	0	0	0	0	0	14.7648230602334	0	2.6457513110645907	1	0	0	0	0	0	0	47524	0	49	1	0	0	0	0	0	0
27	59	0	7	1	1	1	0	0	0	0	0	0	0	0	0	7.681145747868608	0	2.6457513110645907	1	0	0	0	0	0	0	3481	0	49	1	0	0	0	0	0	0
20	282	0	7	2	2	0.8933601609657947	0.10663983903420524	0	0	0	0.14285714285714285	0	0	0	0	16.792855623746664	0	2.6457513110645907	0.9451773172086785	0.32655755853173146	0	0	0	0.3779644730092272	0	79524	0	49	0.7980923772008307	0.011372055269241203	0	0	0	0.02040816326530612	0
27	264	0	7	1	1	1	0	0	0	0	0	0	0	0	0	16.24807680927192	0	2.6457513110645907	1	0	0	0	0	0	0	69696	0	49	1	0	0	0	0	0	0
27	268	0	6	1	1	1	0	0	0	0	0	0	0	0	0	16.3707055437449	0	2.449489742783178	1	0	0	0	0	0	0	71824	0	36	1	0	0	0	0	0	0
27	61	0	7	1	1	1	0	0	0	0	0	0	0	0	0	7.810249675906654	0	2.6457513110645907	1	0	0	0	0	0	0	3721	0	49	1	0	0	0	0	0	0
Global	273	0	7	2	2	0.8817791005291006	0.11822089947089946	0	0	0	0.2857142857142857	0	0	0	0	16.522711641858304	0	2.6457513110645907	0.9390309369393005	0.3438326620187493	0	0	0	0.5345224838248488	0	74529	0	49	0.7775343821299097	0.013976181071708517	0	0	0	0.08163265306122448	0
20	163	0	7	1	1	1	0	0	0	0	0	0	0	0	0	12.767145334803704	0	2.6457513110645907	1	0	0	0	0	0	0	26569	0	49	1	0	0	0	0	0	0
27	231	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.198684153570664	0	2.6457513110645907	1	0	0	0	0	0	0	53361	0	49	1	0	0	0	0	0	0
20	250	0	7	1	1	1	0	0	0	0	0	0	0	0	0	15.811388300841896	0	2.6457513110645907	1	0	0	0	0	0	0	62500	0	49	1	0	0	0	0	0	0
20	100	0	7	1	1	1	0	0	0	0	0	0	1	0	0	10	0	2.6457513110645907	1	0	0	0	0	0	0	10000	0	49	1	0	0	0	0	0	0
27	372	0	7	1	1	1	0	0	0	0	0	0	0	0	0	19.28730152198591	0	2.6457513110645907	1	0	0	0	0	0	0	138384	0	49	1	0	0	0	0	0	0
20	115	0	7	2	2	0.96168696168696155	0.03831303831303832	0	0	0	0.2857142857142857	0	0	0	0	10.723805294763608	0	2.6457513110645907	0.9806563932830712	0.1957371664069916	0	0	0	0.5345224838248488	0	13225	0	49	0.9248418122786994	0.001467888904776342	0	0	0	0.08163265306122448	0
20	276	0	6	1	1	1	0	0	0	0	0	0	0	0	0	16.61324772583615	0	2.449489742783178	1	0	0	0	0	0	0	76176	0	36	1	0	0	0	0	0	0
20	68	0	7	1	1	1	0	0	0.13165266106442575	0.14285714285714285	0	0	0	0	1	8.246211251235321	0	2.6457513110645907	1	0	0	0.3628397181462164	0.3779644730092272	0	0	4624	0	49	1	0	0	0.017332423165344564	0.02040816326530612	0	0
20	80	0	7	1	1	1	0	0	0	0	0	0	0	0	0	8.94427190999916	0	2.6457513110645907	1	0	0	0	0	0	0	6400	0	49	1	0	0	0	0	0	0
27	103	0	6	1	1	1	0	0	0	0	0	0	0	0	0	10.14889156509222	0	2.449489742783178	1	0	0	0	0	0	0	10609	0	36	1	0	0	0	0	0	0
20	278	0	6	1	1	1	0	0	0	0	0	0	0	0	0	16.673332000533065	0	2.449489742783178	1	0	0	0	0	0	0	77284	0	36	1	0	0	0	0	0	0
27	44	0	6	1	1	1	0	0	0	0	0	0	0	0	0	6.6332495807108	0	2.449489742783178	1	0	0	0	0	0	0	1936	0	36	1	0	0	0	0	0	0
